fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.5,3.3,1.2,1.2,91.8,93.7,96.9,93.0,5.8,9.4,17.2,17.2,1023.1
3,4.8,3.4,1.0,0.9,91.4,95.0,99.0,95.4,5.7,8.3,13.0,13.0,1024.3
6,4.9,3.6,1.3,2.0,91.5,94.9,97.8,92.1,4.7,7.7,11.9,11.9,1024.5
9,4.9,3.7,1.3,1.2,92.0,95.0,96.8,95.4,5.3,8.1,11.9,11.9,1023.9
12,5.6,3.9,2.0,1.7,88.5,92.6,87.5,88.5,5.8,7.7,13.9,13.9,1026.0
15,7.5,5.4,2.6,2.2,80.3,84.8,70.9,68.2,3.3,5.5,14.3,14.3,1026.3
18,8.6,7.0,3.2,2.1,70.9,74.0,77.0,72.3,2.8,4.0,10.8,10.8,1023.9
21,7.8,6.9,3.2,1.5,82.0,74.7,83.3,86.4,1.6,4.6,7.0,7.0,1023.3
24,7.1,6.6,3.8,2.0,87.6,79.1,82.9,89.0,2.1,2.7,6.2,6.2,1024.0
27,6.8,6.3,3.5,1.6,92.8,85.4,86.5,94.2,5.0,5.7,6.1,6.1,1024.5
30,6.3,5.9,3.3,1.9,93.4,87.0,87.0,89.5,2.9,3.4,3.4,3.4,1023.3
33,4.3,5.6,3.2,2.1,96.4,87.2,85.5,85.4,0.9,1.8,3.0,3.0,1021.6
36,6.4,5.4,3.1,2.2,92.2,88.2,86.7,83.7,1.6,2.2,3.3,3.3,1022.9
39,11.1,8.5,4.5,2.5,65.3,69.9,86.0,94.6,3.9,3.7,3.6,3.6,1022.4
42,13.5,11.4,7.2,5.2,59.5,61.5,75.5,83.9,3.3,3.1,3.6,3.6,1019.3
