fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-2.3,0.9,-0.9,-0.9,61.2,35.9,30.5,28.7,1.9,2.0,5.2,5.2,1038.2,357,20
3,-2.7,1.2,-0.9,-1.6,64.9,35.8,36.8,34.5,3.4,2.9,5.6,5.6,1038.4,357,23
6,-3.5,1.3,-1.0,-2.1,71.1,38.3,41.3,37.0,2.1,4.8,6.9,6.9,1037.7,358,2
9,-2.8,1.2,-0.9,-2.4,68.6,43.7,39.3,37.8,3.2,6.9,6.9,6.9,1037.3,358,5
12,-2.3,0.6,-1.3,-2.6,69.1,50.6,42.2,39.4,3.0,6.9,8.6,8.6,1038.8,358,8
15,4.3,0.7,-1.3,-2.7,44.6,52.3,35.3,34.3,2.8,5.3,9.5,9.5,1038.7,358,11
18,6.3,3.2,-0.9,-2.7,32.5,34.5,42.4,43.3,4.4,6.1,7.3,7.3,1035.8,358,14
21,1.6,3.3,-0.2,-1.5,51.8,34.3,40.2,43.5,2.8,4.6,8.3,8.3,1035.1,358,17
24,0.1,3.2,0.5,-1.0,54.9,35.8,43.5,45.5,0.6,3.4,8.6,8.6,1034.6,358,20
27,-1.4,3.2,0.7,-0.9,62.0,38.8,45.3,46.5,0.9,2.8,6.6,6.6,1034.3,358,23
30,-2.8,3.2,1.0,-0.7,70.5,41.1,45.6,46.2,2.9,3.1,5.0,5.0,1033.7,359,2
33,-3.3,3.2,1.0,-0.6,75.3,42.8,47.1,43.1,4.1,3.1,4.8,4.8,1032.9,359,5
36,-1.7,3.3,1.1,-0.3,71.9,43.7,46.9,35.6,4.2,2.4,3.0,3.0,1034.1,359,8
39,6.8,4.0,1.6,0.5,42.9,44.5,39.4,27.5,2.4,2.9,1.1,1.1,1033.9,359,11
42,8.9,6.3,2.4,1.3,38.1,39.6,43.8,28.1,3.0,3.0,1.2,1.2,1031.0,359,14
