fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.3,17.0,14.1,12.4,72.6,56.3,62.2,65.9,2.2,6.1,6.5,6.5,1018.3,306,20
3,12.7,15.3,13.9,12.3,79.5,61.9,64.3,69.6,2.3,5.9,5.0,5.0,1019.1,306,23
6,11.6,13.8,13.7,12.2,84.1,68.4,67.2,71.5,2.1,6.2,4.5,4.5,1018.9,307,2
9,10.3,12.2,13.6,12.1,91.8,81.0,69.7,71.1,1.7,5.1,2.1,2.1,1018.6,307,5
12,12.5,11.7,12.9,11.4,85.4,86.8,72.5,73.7,2.3,4.8,2.9,2.9,1020.0,307,8
15,18.6,16.0,12.3,10.9,62.9,70.1,77.3,76.0,2.0,2.1,4.0,4.0,1020.9,307,11
18,20.7,18.5,14.1,11.8,48.7,52.3,65.0,72.9,4.7,4.9,5.4,5.4,1019.6,307,14
21,18.4,18.1,14.0,11.8,54.1,52.1,62.9,70.2,5.9,7.0,7.9,7.9,1020.8,307,17
24,15.3,16.0,12.8,10.8,64.2,57.7,63.1,69.9,5.2,8.6,9.6,9.6,1023.1,307,20
27,13.3,14.6,11.9,10.0,74.2,63.9,67.1,72.7,4.1,7.5,9.2,9.2,1024.1,307,23
30,12.4,12.3,10.2,8.8,80.9,78.5,78.3,79.8,5.4,9.1,10.7,10.7,1025.3,308,2
33,11.7,10.8,8.9,7.9,87.2,88.8,90.4,88.5,5.6,9.0,11.4,11.4,1026.2,308,5
36,12.6,10.4,8.3,7.5,78.1,86.5,89.5,91.9,5.3,7.5,11.5,11.5,1027.9,308,8
39,15.6,12.5,8.4,7.4,60.1,69.4,84.8,88.3,4.7,6.2,8.4,8.4,1028.1,308,11
42,17.1,14.4,10.1,8.0,51.5,57.1,71.5,79.7,4.2,5.2,5.6,5.6,1026.0,308,14
