fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.6,20.1,16.6,15.0,73.0,53.2,60.1,55.7,4.0,6.1,6.4,6.4,1022.8,295,20
3,14.4,18.9,16.1,14.9,82.5,57.9,61.5,52.5,4.0,6.4,8.2,8.2,1023.6,295,23
6,13.4,18.2,16.0,14.8,87.5,61.7,61.0,52.4,4.3,6.2,9.4,9.4,1023.1,296,2
9,12.7,17.3,15.7,14.2,90.0,66.5,60.8,61.9,3.7,6.0,9.1,9.1,1023.1,296,5
12,15.7,15.0,14.7,13.3,80.8,80.7,66.8,69.8,3.5,7.5,7.9,7.9,1024.8,296,8
15,21.2,18.2,14.4,13.5,59.9,67.9,71.8,67.1,2.6,4.0,6.8,6.8,1024.6,296,11
18,23.3,20.9,16.5,14.3,44.7,48.4,59.9,66.2,3.6,3.9,4.7,4.7,1022.1,296,14
21,20.6,20.8,16.7,14.5,47.1,39.8,47.1,51.8,4.1,5.6,5.8,5.8,1021.7,296,17
24,16.3,18.7,15.8,14.0,57.2,44.0,46.0,47.8,4.4,8.7,6.9,6.9,1023.3,296,20
27,14.3,16.9,14.9,13.3,66.5,50.7,50.8,50.7,3.6,9.1,8.2,8.2,1024.2,296,23
30,12.5,14.6,14.2,13.5,72.9,57.8,45.5,31.3,2.6,7.7,6.8,6.8,1024.2,297,2
33,11.1,13.1,14.0,13.2,78.8,61.7,30.6,22.1,2.5,6.8,8.6,8.6,1024.4,297,5
36,13.3,12.8,14.1,12.9,70.9,60.8,21.3,23.7,2.5,6.4,9.8,9.8,1026.3,297,8
39,19.6,16.6,13.8,12.5,41.6,45.7,26.6,27.6,2.9,3.8,9.0,9.0,1026.2,297,11
42,21.9,19.4,15.1,12.9,30.7,31.8,38.9,43.2,2.7,4.1,5.5,5.5,1023.6,297,14
