fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.3,10.0,6.3,4.5,75.4,68.7,80.7,86.8,1.3,3.1,4.1,4.1,1029.1
3,10.3,9.7,6.3,4.6,75.4,69.4,80.7,86.6,1.8,2.3,2.9,2.9,1029.2
6,10.2,8.9,6.1,4.6,78.3,74.7,82.7,87.5,3.3,4.2,2.3,2.3,1028.4
9,9.5,8.1,5.8,4.6,86.4,83.7,84.1,87.9,3.1,5.0,3.0,3.0,1027.1
12,9.6,7.8,5.7,4.5,83.1,87.1,85.1,89.0,2.0,4.0,2.6,2.6,1028.3
15,11.9,9.2,5.8,4.5,68.9,77.7,87.3,90.2,1.8,2.4,2.1,2.1,1028.4
18,13.4,11.1,7.0,5.0,60.9,67.1,83.0,91.5,1.2,1.4,1.6,1.6,1026.0
21,12.8,11.4,7.3,5.3,63.3,65.2,80.8,89.5,1.5,1.8,2.2,2.2,1026.0
24,11.7,11.1,7.3,5.4,72.2,65.7,79.5,87.0,1.5,2.2,2.3,2.3,1026.4
27,10.5,10.9,7.3,5.4,79.1,66.0,78.0,85.2,1.9,2.0,1.1,1.1,1026.8
30,9.3,10.5,7.0,5.1,84.5,67.2,77.7,85.6,3.1,3.4,2.1,2.1,1026.3
33,8.2,10.1,6.7,4.7,88.9,68.6,78.3,86.5,2.3,3.6,3.4,3.4,1025.8
36,9.4,9.7,6.4,4.5,85.0,69.9,79.2,85.4,1.4,2.6,2.8,2.8,1027.2
39,14.1,11.3,7.0,5.0,55.1,61.4,76.7,83.2,1.3,1.6,1.8,1.8,1026.8
42,15.5,13.1,8.8,6.7,50.3,54.3,67.9,75.9,0.0,0.3,0.6,0.6,1024.3
