fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.1,8.1,4.8,3.8,65.5,68.0,79.3,81.0,8.3,9.2,11.3,11.3,1017.7,78,20
3,6.6,5.4,3.9,4.2,80.0,82.2,68.8,62.8,5.6,7.4,9.9,9.9,1019.1,78,23
6,5.9,4.8,2.7,3.4,86.8,89.2,80.7,72.3,5.1,7.0,11.1,11.1,1018.1,79,2
9,5.4,4.3,1.9,2.2,91.2,92.2,86.6,83.2,6.1,7.5,10.5,10.5,1019.1,79,5
12,5.3,4.0,1.6,2.0,88.4,90.9,82.3,80.0,5.2,7.4,12.3,12.3,1019.4,79,8
15,5.6,4.2,1.8,2.2,89.5,89.7,84.6,80.8,4.4,5.8,10.3,10.3,1020.9,79,11
18,6.3,5.1,2.0,2.4,89.2,88.7,93.1,85.1,4.3,6.0,9.7,9.7,1018.2,79,14
21,6.3,5.4,2.4,2.3,90.5,90.0,92.4,87.0,3.9,5.1,7.5,7.5,1019.3,79,17
24,6.4,5.5,2.8,3.1,90.7,91.1,92.9,85.5,4.1,7.1,12.3,12.3,1019.5,79,20
27,6.4,5.5,2.8,3.4,92.9,92.6,96.1,87.2,3.9,6.9,11.5,11.5,1020.0,79,23
30,6.2,5.4,3.0,3.1,93.3,94.2,98.7,94.3,5.3,8.0,11.8,11.8,1018.9,80,2
33,6.3,5.4,3.1,3.2,93.7,94.9,98.3,96.2,5.5,8.2,13.0,13.0,1018.5,80,5
36,6.7,5.8,3.4,3.6,93.1,93.7,98.7,95.6,6.4,10.3,16.8,16.8,1018.2,80,8
39,7.3,6.3,3.5,2.8,92.8,93.3,98.6,97.8,7.8,9.0,11.9,11.9,1020.9,80,11
42,7.3,6.4,3.3,3.0,92.2,92.0,96.3,93.0,6.8,10.1,17.1,17.1,1017.7,80,14
