fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.8,7.5,5.0,4.3,76.2,74.0,87.4,88.7,2.3,4.3,8.3,8.3,1025.2
3,7.6,7.4,5.7,4.9,81.6,78.2,89.3,91.4,0.4,1.8,6.4,6.4,1025.4
6,7.4,7.2,5.7,4.9,83.8,80.8,89.3,92.6,2.5,2.1,2.1,2.1,1024.8
9,7.2,7.0,5.5,4.8,87.7,83.2,87.4,90.2,1.5,2.0,2.4,2.4,1024.1
12,7.4,6.7,5.3,4.6,87.9,85.3,88.7,89.5,1.3,0.9,1.9,1.9,1025.3
15,8.9,7.0,5.0,4.4,80.0,86.8,90.4,88.9,1.9,2.2,2.4,2.4,1025.9
18,10.8,8.8,5.4,4.6,72.2,78.4,91.5,91.5,1.6,2.0,2.1,2.1,1023.5
21,9.9,9.0,5.5,4.6,78.3,78.7,92.4,93.0,1.7,2.7,2.7,2.7,1023.2
24,8.8,8.4,5.4,4.4,85.3,83.8,95.1,95.8,2.1,3.0,3.2,3.2,1024.1
27,8.3,7.9,5.4,4.4,88.3,87.3,95.8,94.6,3.5,3.9,1.8,1.8,1024.5
30,7.8,7.5,5.3,4.5,91.1,90.2,94.0,91.0,3.4,4.1,3.5,3.5,1023.9
33,7.0,7.0,5.2,4.7,94.5,93.1,93.1,86.4,3.3,3.7,3.3,3.3,1023.3
36,7.2,6.6,5.1,4.6,92.4,95.1,93.6,87.3,3.8,5.2,3.2,3.2,1024.7
39,10.4,8.1,5.0,4.3,78.5,87.0,98.2,93.5,3.1,3.4,3.2,3.2,1024.4
42,11.6,9.9,6.0,4.6,72.2,77.5,93.2,95.2,1.9,2.0,2.1,2.1,1021.6
