fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,11.9,12.6,10.1,8.6,45.5,39.0,40.3,42.7,4.2,8.6,9.9,9.9,1021.0,64,20
3,10.6,9.9,9.0,8.8,44.8,43.4,42.0,38.2,5.2,10.6,10.7,10.7,1021.9,64,23
6,8.7,7.7,7.2,7.5,41.1,40.9,35.2,37.6,4.3,8.6,13.2,13.2,1023.0,65,2
9,7.7,6.6,6.6,6.8,39.0,38.8,21.5,27.5,4.8,9.1,14.2,14.2,1022.2,65,5
12,7.6,6.2,5.4,5.7,41.1,40.6,20.0,19.9,5.1,9.8,16.1,16.1,1024.1,65,8
15,10.3,8.0,6.3,6.3,38.1,39.8,20.5,21.8,5.0,7.9,17.0,17.0,1023.1,65,11
18,10.8,9.1,5.8,5.5,37.5,37.7,35.9,30.1,4.8,7.3,12.2,12.2,1022.2,65,14
21,10.2,9.1,5.4,4.4,39.8,39.3,42.5,40.9,4.4,7.3,11.0,11.0,1021.6,65,17
24,8.6,7.9,4.5,3.5,47.5,47.7,52.4,51.0,4.1,6.8,9.8,9.8,1022.9,65,20
27,7.5,6.7,4.3,3.3,58.1,57.7,58.9,54.5,1.6,3.8,7.9,7.9,1023.1,65,23
30,6.8,6.0,3.9,2.8,66.6,63.4,60.1,55.2,2.0,3.6,5.0,5.0,1022.7,66,2
33,6.0,5.5,3.5,2.3,73.1,67.1,59.1,60.8,2.1,4.7,3.6,3.6,1022.4,66,5
36,6.6,4.9,3.8,3.0,72.3,73.0,61.3,66.3,3.5,5.1,2.1,2.1,1024.5,66,8
39,11.4,8.4,4.4,3.8,54.3,60.5,71.7,69.4,3.8,3.6,3.3,3.3,1024.8,66,11
42,14.4,11.7,7.4,5.4,48.4,52.1,64.6,68.8,4.0,4.1,4.8,4.8,1022.2,66,14
