fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-0.9,-2.8,-4.1,-3.9,90.5,98.5,98.4,99.2,4.5,5.5,5.7,5.7,1030.7
3,-1.1,-2.9,-4.0,-3.8,90.6,98.1,98.8,99.6,4.7,5.6,5.9,5.9,1030.4
6,-1.2,-2.9,-4.1,-4.1,93.0,97.8,98.7,99.4,4.3,5.9,7.7,7.7,1028.7
9,-1.2,-2.6,-4.0,-4.1,94.6,96.9,98.5,99.1,4.6,6.5,8.6,8.6,1027.1
12,-1.2,-2.6,-3.2,-3.2,95.4,96.9,94.3,93.1,4.9,7.0,8.4,8.4,1028.0
15,-0.5,-2.2,-3.5,-3.3,93.3,97.1,98.8,98.6,4.6,5.3,7.8,7.8,1028.0
18,-0.2,-1.7,-3.5,-3.5,93.0,96.9,99.5,99.6,4.5,4.5,5.2,5.2,1025.4
21,-0.6,-2.0,-3.5,-3.8,94.6,98.0,99.3,99.7,4.9,6.3,4.6,4.6,1026.2
24,-1.1,-2.5,-3.8,-4.3,94.7,99.2,99.5,99.7,5.4,6.5,5.6,5.6,1027.7
27,-1.5,-3.0,-4.0,-4.5,94.6,99.2,99.0,98.7,4.9,7.0,4.7,4.7,1028.8
30,-2.2,-3.7,-4.9,-5.5,94.1,99.6,99.3,99.0,5.2,7.8,6.8,6.8,1029.3
33,-2.5,-4.0,-5.3,-6.5,93.7,99.7,97.9,99.1,3.7,5.9,6.8,6.8,1028.8
36,-2.9,-4.4,-5.8,-6.9,92.7,99.3,96.3,96.8,3.1,4.4,4.8,4.8,1030.5
39,-1.7,-4.1,-5.4,-6.2,87.9,96.0,87.3,85.8,4.6,5.4,7.0,7.0,1032.0
42,-0.7,-3.1,-4.7,-4.9,84.0,91.0,81.6,73.0,4.2,5.0,6.5,6.5,1029.9
