fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.4,18.8,15.1,13.3,78.4,66.4,76.4,81.7,0.7,0.3,1.8,1.8,1022.3,281,20
3,16.4,18.5,15.1,13.4,87.0,67.9,75.3,78.6,1.6,1.4,1.5,1.5,1022.4,281,23
6,15.2,18.1,15.0,13.4,91.5,68.3,74.3,76.2,3.9,3.7,2.1,2.1,1021.6,282,2
9,15.0,17.6,14.9,13.3,91.5,69.2,72.9,75.7,4.0,4.2,3.9,3.9,1021.2,282,5
12,17.3,17.2,14.9,13.2,82.9,69.4,69.7,73.2,3.6,4.8,5.4,5.4,1022.9,282,8
15,21.3,19.0,15.0,13.3,61.5,64.8,72.2,72.9,2.7,3.1,5.1,5.1,1023.4,282,11
18,22.9,21.0,16.7,14.5,52.3,52.6,64.4,71.5,3.1,3.1,3.7,3.7,1021.6,282,14
21,21.5,21.3,17.2,15.1,65.8,52.7,61.8,67.8,5.7,4.8,5.0,5.0,1021.8,282,17
24,17.9,20.8,17.2,15.2,75.4,54.1,61.1,66.8,2.2,3.4,5.4,5.4,1022.7,282,20
27,15.7,20.1,17.0,15.0,86.1,56.5,61.0,66.7,3.1,3.0,4.6,4.6,1023.6,282,23
30,14.5,19.4,16.7,14.8,90.3,57.4,55.3,60.0,2.6,2.5,4.5,4.5,1023.3,283,2
33,13.9,18.1,16.4,14.5,90.6,58.4,47.5,50.9,3.0,3.2,4.8,4.8,1023.3,283,5
36,16.6,17.1,16.2,14.3,79.3,57.5,43.4,46.8,2.9,3.6,3.6,3.6,1024.9,283,8
39,21.0,18.7,16.2,14.5,59.7,62.2,42.7,43.5,2.0,2.0,1.5,1.5,1024.7,283,11
42,21.6,19.8,15.9,14.1,54.1,54.9,57.0,53.2,3.1,3.2,3.3,3.3,1022.4,283,14
