fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.1,2.4,-0.6,-1.8,81.8,85.8,90.0,91.4,11.0,12.8,15.9,15.9,1032.5,23,20
3,1.2,-0.9,-4.1,-4.4,77.9,82.7,83.6,64.1,7.6,9.9,12.4,12.4,1036.5,23,23
6,-1.7,-3.7,-5.9,-6.5,69.9,71.8,56.0,52.1,7.3,9.6,11.8,11.8,1039.6,24,2
9,-3.5,-5.4,-7.5,-8.8,64.8,66.8,66.2,73.7,6.6,8.9,12.0,12.0,1040.4,24,5
12,-3.5,-6.0,-9.0,-10.6,61.7,66.7,77.5,74.1,5.1,7.8,12.4,12.4,1041.6,24,8
15,-1.0,-5.4,-9.4,-11.5,38.1,46.7,61.0,70.0,7.7,8.9,9.4,9.4,1042.6,24,11
18,-0.6,-4.7,-8.8,-10.8,30.5,35.7,47.4,55.3,7.9,9.0,9.4,9.4,1039.9,24,14
21,-2.4,-5.0,-8.9,-10.9,30.8,34.4,46.0,53.8,6.1,6.6,6.9,6.9,1039.4,24,17
24,-5.3,-6.3,-10.0,-11.9,41.6,32.3,42.3,46.5,4.9,7.1,5.3,5.3,1039.4,24,20
27,-6.6,-7.3,-10.5,-11.3,43.5,28.0,31.1,19.4,3.1,5.9,3.2,3.2,1038.9,24,23
30,-7.4,-8.0,-10.8,-11.0,43.7,26.6,24.2,11.2,2.5,5.7,3.6,3.6,1037.4,25,2
33,-7.7,-8.4,-11.0,-10.9,43.5,29.9,24.3,8.9,2.5,6.0,4.6,4.6,1035.5,25,5
36,-6.8,-8.7,-10.5,-9.6,37.8,35.0,18.5,4.9,3.9,7.6,6.2,6.2,1034.7,25,8
39,-1.8,-5.5,-9.1,-7.7,18.8,24.8,20.8,3.4,4.9,5.4,6.7,6.7,1033.0,25,11
42,1.5,-1.5,-5.6,-6.1,17.9,18.4,21.7,8.4,3.6,4.0,5.0,5.0,1027.8,25,14
