fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.8,15.9,13.0,11.0,64.6,37.8,36.7,38.0,2.6,4.7,5.6,5.6,1019.9
3,9.5,14.5,12.8,11.0,70.5,43.4,34.9,33.2,2.3,6.2,8.6,8.6,1021.5
6,7.9,13.6,12.8,11.1,76.8,44.1,30.8,27.4,2.8,6.2,8.9,8.9,1021.5
9,6.5,12.6,12.6,11.0,82.6,47.1,31.3,30.5,2.8,5.4,8.7,8.7,1021.0
12,9.1,12.6,12.4,10.8,76.3,46.0,31.8,36.4,1.8,4.6,5.9,5.9,1022.2
15,16.9,14.7,12.5,10.9,50.6,50.3,31.3,35.3,1.0,2.7,5.3,5.3,1022.1
18,19.3,17.6,13.3,11.3,38.1,36.2,43.1,44.6,1.4,2.2,3.3,3.3,1019.7
21,15.3,17.6,13.7,11.7,58.0,38.2,42.6,45.3,2.3,2.5,3.2,3.2,1019.6
24,11.2,16.7,13.7,11.8,71.0,40.9,40.0,42.9,2.7,6.5,4.5,4.5,1020.9
27,9.8,15.7,13.8,11.9,78.6,44.9,35.5,39.2,2.7,5.5,5.0,5.0,1021.0
30,8.6,14.8,13.7,12.0,82.6,49.4,36.6,36.4,1.2,3.2,4.2,4.2,1021.1
33,7.8,14.0,13.3,11.8,85.7,52.4,41.4,37.1,0.6,0.5,2.2,2.2,1021.4
36,10.1,13.3,13.1,11.8,79.6,54.6,39.8,34.4,2.9,5.9,5.0,5.0,1021.2
39,17.2,15.0,13.0,11.6,55.5,56.6,38.6,34.0,1.1,2.2,4.9,4.9,1021.5
42,19.4,17.8,13.7,11.8,42.5,40.8,45.5,43.2,1.6,1.6,1.2,1.2,1018.8
