fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.1,1.8,-1.5,-3.1,56.2,44.9,51.5,56.4,7.6,9.4,8.4,8.4,1030.0,26,20
3,-1.3,-0.5,-2.7,-3.9,61.2,47.4,49.3,50.3,6.2,8.7,8.5,8.5,1031.9,26,23
6,-2.8,-2.0,-3.4,-4.2,65.0,50.4,44.3,32.5,6.2,9.1,9.4,9.4,1033.1,27,2
9,-3.2,-3.6,-4.2,-4.8,62.4,53.4,31.1,24.7,7.1,10.4,11.5,11.5,1034.3,27,5
12,-2.7,-4.1,-5.1,-5.4,56.1,49.0,27.0,21.9,5.3,8.0,10.2,10.2,1036.5,27,8
15,1.9,-1.9,-4.9,-5.4,32.9,37.6,25.6,21.4,3.0,3.5,7.0,7.0,1037.0,27,11
18,4.6,1.0,-3.0,-5.1,23.9,25.3,32.2,36.6,4.7,5.1,5.7,5.7,1034.2,27,14
21,3.0,1.4,-2.6,-4.6,27.8,24.1,30.4,34.8,4.6,5.7,6.1,6.1,1033.6,27,17
24,-2.4,0.9,-2.9,-5.0,50.5,25.4,30.8,34.8,3.7,5.2,5.9,5.9,1033.5,27,20
27,-3.7,0.5,-3.1,-5.1,59.4,25.9,30.4,32.7,3.3,5.2,6.8,6.8,1032.9,27,23
30,-4.1,0.0,-3.3,-5.2,60.8,27.0,27.6,27.9,3.9,7.4,7.4,7.4,1032.0,28,2
33,-5.1,-0.3,-3.1,-4.7,66.8,26.2,22.1,20.0,2.4,5.1,6.7,6.7,1031.1,28,5
36,-3.2,-0.2,-2.8,-4.3,56.2,26.2,21.2,19.9,2.1,5.5,5.8,5.8,1031.9,28,8
39,4.8,1.5,-2.4,-4.1,21.2,23.7,24.6,21.6,3.2,4.9,6.9,6.9,1032.0,28,11
42,6.9,4.0,-0.2,-2.3,18.8,17.7,22.2,25.3,3.8,5.2,5.9,5.9,1028.8,28,14
