fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,2.5,0.8,-2.2,-2.8,76.9,83.1,95.3,98.8,4.7,5.5,6.7,6.7,1029.6
3,2.5,0.8,-2.0,-2.6,78.8,84.7,95.4,98.7,3.6,5.1,7.8,7.8,1030.9
6,2.4,0.8,-1.9,-2.7,80.0,85.0,95.0,98.6,4.2,5.9,7.4,7.4,1030.6
9,2.2,0.5,-2.1,-3.2,79.9,85.1,94.7,98.7,4.8,6.2,8.3,8.3,1031.0
12,2.0,-0.1,-2.4,-3.7,78.8,86.5,92.0,97.2,5.0,6.7,7.5,7.5,1032.9
15,4.0,0.7,-3.0,-4.3,65.8,76.4,93.7,94.6,5.2,5.6,5.4,5.4,1034.1
18,5.0,2.0,-2.1,-4.0,54.2,61.3,77.5,84.2,6.1,6.5,6.9,6.9,1032.6
21,3.7,1.7,-2.3,-4.2,50.3,53.5,66.8,69.7,6.9,8.1,8.8,8.8,1033.5
24,2.0,0.2,-3.6,-5.3,54.5,55.6,65.7,65.8,6.3,8.1,9.9,9.9,1036.7
27,1.1,-1.0,-4.5,-6.3,54.3,57.1,64.8,71.3,6.4,8.7,11.1,11.1,1038.4
30,-0.3,-2.6,-6.1,-7.5,56.5,61.9,70.7,72.2,7.3,9.2,10.7,10.7,1039.0
33,-1.7,-4.2,-7.8,-8.9,53.7,59.7,70.1,48.1,7.6,9.0,10.3,10.3,1039.1
36,-3.4,-6.3,-9.3,-10.3,41.6,48.2,37.8,27.9,7.1,8.5,11.0,11.0,1041.5
39,-2.1,-6.1,-10.1,-11.5,28.4,31.9,40.3,31.9,6.9,7.6,9.2,9.2,1042.9
42,-1.0,-4.8,-8.8,-10.8,27.4,29.3,39.0,45.1,6.1,6.8,7.4,7.4,1040.0
