fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.7,16.6,13.9,12.6,83.9,63.0,66.8,59.4,2.4,5.8,7.5,7.5,1015.5
3,11.7,14.7,14.0,12.4,90.0,75.9,71.6,71.1,2.2,5.8,7.7,7.7,1016.5
6,11.3,13.2,13.9,12.6,93.3,85.9,73.2,73.2,2.1,6.0,6.8,6.8,1017.0
9,10.8,12.0,13.8,12.7,94.9,91.0,74.4,72.1,2.4,6.4,7.0,7.0,1016.4
12,11.9,11.7,13.9,12.7,93.3,93.0,74.2,71.4,2.9,6.2,5.8,5.8,1017.9
15,17.6,15.5,13.7,12.9,72.9,79.2,75.9,72.5,2.3,3.5,5.8,5.8,1017.9
18,20.0,18.6,14.4,12.8,63.3,65.6,79.0,80.4,2.2,3.4,4.8,4.8,1015.2
21,18.0,18.6,14.8,12.9,71.8,65.9,77.1,83.1,1.6,4.0,5.9,5.9,1015.8
24,16.0,16.4,14.0,12.6,85.1,77.6,80.9,85.1,2.8,6.3,8.5,8.5,1016.5
27,14.7,14.7,12.8,12.1,92.4,86.1,86.8,88.2,2.5,5.1,4.8,4.8,1017.8
30,14.0,13.6,12.1,11.5,93.9,90.8,90.9,91.9,2.7,5.1,1.8,1.8,1018.0
33,13.3,12.8,11.6,11.1,94.6,93.9,90.5,90.9,2.9,5.8,6.0,6.0,1017.7
36,13.1,12.1,10.8,10.1,93.9,96.4,90.7,86.7,3.2,6.2,8.8,8.8,1020.0
39,15.2,13.3,9.7,9.1,78.4,85.3,97.4,89.5,5.8,8.0,8.6,8.6,1020.6
42,14.4,13.0,9.0,8.1,76.2,80.9,96.5,94.5,5.9,8.5,9.8,9.8,1019.1
