fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.5,16.8,14.1,13.1,67.7,66.8,71.2,77.3,5.6,7.5,15.1,15.1,1007.9
3,14.3,14.4,12.4,13.4,78.0,76.0,74.2,76.8,5.6,7.1,16.1,16.1,1007.8
6,12.5,12.6,11.8,14.2,79.2,77.9,72.0,75.3,5.8,6.9,15.6,15.6,1006.5
9,11.5,11.8,10.7,13.3,84.7,83.8,82.1,83.5,5.5,5.8,17.0,17.0,1004.8
12,12.6,12.4,10.4,11.4,89.8,89.5,94.7,94.7,4.0,4.3,13.9,13.9,1006.0
15,15.2,14.3,10.9,11.3,83.9,85.7,98.7,97.7,3.7,4.5,6.6,6.6,1006.8
18,17.0,16.2,12.4,11.6,79.8,80.9,97.5,99.5,3.0,3.4,4.5,4.5,1005.1
21,15.6,15.3,12.0,11.7,85.0,85.4,98.4,99.7,4.4,4.8,6.7,6.7,1005.6
24,13.7,13.5,12.1,12.3,90.6,90.8,98.5,99.7,4.0,4.8,7.8,7.8,1007.0
27,13.3,13.1,12.1,12.7,94.5,93.8,99.6,99.7,3.0,3.9,6.7,6.7,1008.2
30,12.9,12.8,11.7,12.7,95.7,95.1,99.6,99.8,3.0,3.9,4.6,4.6,1007.8
33,12.6,12.4,11.0,11.8,95.9,95.4,99.2,99.7,3.1,3.8,6.5,6.5,1007.7
36,13.2,12.6,10.3,11.2,92.4,94.0,99.6,99.2,3.8,4.9,7.5,7.5,1010.1
39,14.7,13.8,10.4,11.3,85.5,88.1,99.9,99.0,2.6,3.3,4.3,4.3,1010.7
42,16.2,15.3,11.2,10.5,79.7,81.6,99.3,99.7,3.1,3.7,4.6,4.6,1009.1
