fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.9,5.8,5.3,4.5,68.5,57.5,36.6,34.7,1.9,4.9,4.4,4.4,1021.6,354,20
3,4.6,5.5,5.2,3.8,67.3,57.5,40.5,41.1,3.6,8.2,10.2,10.2,1022.4,354,23
6,3.5,5.1,4.8,3.2,68.2,56.4,40.3,36.4,3.8,9.5,14.5,14.5,1021.4,355,2
9,1.5,4.1,3.6,2.3,74.8,57.4,31.2,27.3,4.8,8.8,13.0,13.0,1020.7,355,5
12,1.3,3.0,2.5,1.2,74.5,56.5,29.6,28.1,4.5,8.0,8.6,8.6,1021.7,355,8
15,7.9,5.5,2.6,1.3,42.1,43.9,29.0,29.1,2.9,4.0,5.7,5.7,1021.4,355,11
18,10.4,8.6,4.4,2.4,32.7,32.0,39.0,41.9,3.0,3.9,5.0,5.0,1018.0,355,14
21,6.6,9.3,5.9,4.3,53.7,35.7,41.1,44.1,2.4,2.8,6.0,6.0,1016.8,355,17
24,4.2,8.3,7.4,6.0,65.5,46.9,40.1,39.2,6.4,6.9,7.8,7.8,1016.5,355,20
27,4.2,7.2,8.1,6.6,70.2,55.2,43.6,44.7,3.1,8.2,16.4,16.4,1016.7,355,23
30,5.4,6.1,4.1,2.6,59.9,54.1,41.3,34.7,9.2,12.4,19.5,19.5,1018.7,356,2
33,2.7,2.6,-0.6,-2.0,43.6,40.9,43.0,42.1,8.6,11.0,16.5,16.5,1021.6,356,5
36,0.5,-0.3,-3.0,-4.3,41.7,37.0,25.6,21.6,6.9,9.2,14.7,14.7,1025.1,356,8
39,3.1,0.3,-3.8,-5.8,22.8,22.9,28.2,27.0,7.9,8.7,10.4,10.4,1026.3,356,11
42,4.0,1.4,-2.7,-4.8,20.7,19.9,25.2,28.5,7.9,8.7,9.9,9.9,1024.4,356,14
