fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.9,9.1,7.0,6.1,87.8,64.9,63.0,59.8,2.3,3.5,2.2,2.2,1023.7,18,20
3,3.4,8.6,6.9,5.9,91.6,66.9,66.6,68.5,1.7,3.9,3.9,3.9,1023.9,18,23
6,3.1,8.0,6.8,5.7,92.0,71.0,71.0,70.8,1.2,2.5,3.5,3.5,1023.8,19,2
9,1.9,7.2,6.2,4.9,95.0,76.1,74.0,70.4,1.1,1.4,4.4,4.4,1023.9,19,5
12,2.0,6.5,5.5,4.0,97.1,79.2,74.6,70.0,0.8,2.8,4.6,4.6,1025.1,19,8
15,9.7,7.2,5.2,3.8,72.0,78.9,76.0,72.1,0.6,1.9,2.7,2.7,1025.9,19,11
18,12.8,10.5,6.4,4.3,55.3,59.6,72.9,79.4,1.4,1.9,2.3,2.3,1023.7,19,14
21,10.6,10.8,6.9,4.8,65.6,56.9,69.0,76.5,1.8,3.6,3.8,3.8,1023.8,19,17
24,6.9,8.2,5.7,4.0,77.0,67.0,73.9,80.5,4.3,10.1,7.0,7.0,1025.7,19,20
27,5.6,5.8,4.2,3.0,78.2,72.9,76.9,83.8,3.5,10.0,9.8,9.8,1026.9,19,23
30,4.2,3.7,3.1,2.3,82.4,82.3,79.4,84.4,4.1,9.9,9.6,9.6,1027.5,20,2
33,3.5,2.2,1.8,1.3,87.3,92.4,83.8,86.9,4.1,9.2,10.2,10.2,1027.3,20,5
36,3.1,1.1,0.8,0.7,84.5,93.0,85.4,87.2,4.6,9.0,10.6,10.6,1029.2,20,8
39,5.7,2.7,0.1,0.2,65.1,76.1,84.6,85.2,4.4,7.1,10.4,10.4,1029.6,20,11
42,8.7,5.8,1.6,-0.2,53.5,60.2,76.6,84.7,4.3,6.3,7.4,7.4,1027.0,20,14
