fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,5.7,6.6,3.4,1.7,76.7,64.2,72.6,77.4,2.4,2.8,3.4,3.4,1033.1
3,2.9,6.6,3.6,2.1,88.9,63.3,69.5,72.4,3.8,3.9,4.4,4.4,1034.1
6,2.2,6.1,3.4,1.8,91.2,66.8,73.2,78.6,5.5,6.3,7.0,7.0,1034.9
9,1.9,4.3,2.5,1.1,93.1,74.0,69.7,80.7,3.4,8.2,7.0,7.0,1036.0
12,3.6,1.6,1.1,0.3,82.7,84.1,51.1,64.8,4.7,10.7,8.2,8.2,1038.8
15,7.1,3.1,-0.2,-0.6,54.8,65.8,64.1,61.3,3.9,5.6,8.0,8.0,1040.7
18,9.9,5.9,1.7,-0.4,40.5,45.9,57.8,63.8,4.4,5.0,5.4,5.4,1038.8
21,8.6,6.2,2.1,0.1,36.0,35.0,43.7,47.2,4.9,6.1,6.5,6.5,1038.5
24,3.6,4.5,1.1,-0.5,48.7,32.6,37.1,32.5,6.2,8.8,6.3,6.3,1039.8
27,1.0,3.1,-0.2,-1.6,57.0,37.2,40.9,34.9,3.5,8.9,6.2,6.2,1041.0
30,-0.7,2.0,-0.5,-1.7,67.9,39.6,32.9,25.5,2.4,7.9,5.2,5.2,1041.2
33,-2.5,1.3,-0.6,-1.9,78.9,38.1,24.1,21.2,2.5,5.5,7.6,7.6,1039.9
36,-0.2,1.0,-1.0,-2.1,72.2,26.5,22.5,22.4,2.7,6.1,9.4,9.4,1041.1
39,6.6,2.4,-1.2,-1.8,32.7,34.9,29.3,17.9,3.7,5.6,9.1,9.1,1040.7
42,9.1,5.2,1.1,-0.9,31.2,32.9,40.2,38.7,3.1,4.4,5.3,5.3,1037.3
