fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.2,17.0,13.6,11.6,52.4,36.4,36.5,39.2,5.2,7.1,8.1,8.1,1023.8
3,13.5,16.0,12.9,10.9,62.2,40.3,40.6,43.4,3.0,5.8,7.6,7.6,1024.9
6,12.5,15.1,12.4,10.4,68.5,45.5,45.6,49.4,4.5,6.4,7.7,7.7,1023.6
9,11.1,14.2,12.0,10.0,75.1,49.7,45.3,48.4,4.1,6.4,8.5,8.5,1023.9
12,14.5,14.3,12.1,10.0,66.2,49.0,43.9,50.0,4.0,6.5,8.6,8.6,1025.2
15,20.0,17.2,12.8,10.6,40.5,41.8,51.7,57.8,4.5,5.5,6.2,6.2,1025.0
18,21.4,19.0,14.6,12.4,38.7,39.1,48.3,54.4,4.7,5.4,5.9,5.9,1022.3
21,19.9,19.2,15.0,12.8,46.6,41.7,50.3,56.3,4.2,5.7,6.6,6.6,1021.5
24,16.0,18.0,14.7,12.7,60.4,45.2,52.5,58.3,5.9,8.3,8.3,8.3,1023.0
27,14.5,17.0,14.5,12.4,64.4,47.2,53.7,59.1,5.3,8.3,8.5,8.5,1023.5
30,13.4,15.3,13.7,11.8,69.6,59.1,59.4,63.5,4.4,8.1,7.5,7.5,1023.0
33,12.3,14.4,12.9,11.1,82.1,66.2,56.4,55.5,3.0,7.8,7.4,7.4,1023.6
36,15.4,14.7,12.4,10.6,74.1,65.5,61.9,57.0,3.0,7.3,9.1,9.1,1025.2
39,21.0,18.1,13.6,11.5,50.2,54.1,67.0,73.4,3.9,5.7,6.9,6.9,1024.5
42,23.0,20.7,16.3,14.0,45.5,46.8,58.2,65.3,4.5,6.2,6.9,6.9,1021.1
