fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.5,13.9,15.1,14.6,71.0,59.5,35.0,25.8,7.7,7.9,3.7,3.7,1016.6
3,10.5,12.6,15.5,14.5,78.0,66.0,33.0,28.3,4.3,5.4,5.6,5.6,1017.3
6,10.7,12.6,14.3,13.1,74.5,63.5,44.6,42.3,2.7,7.0,15.3,15.3,1018.1
9,11.7,12.9,12.4,11.3,64.4,57.3,39.7,30.5,5.8,9.9,16.8,16.8,1017.8
12,12.0,12.0,10.1,8.6,47.6,43.1,27.4,23.8,7.7,11.7,17.1,17.1,1020.2
15,15.1,12.9,8.6,6.8,23.3,23.9,29.0,27.4,7.9,9.4,11.3,11.3,1021.3
18,15.7,13.8,9.5,7.3,21.8,21.6,26.8,30.0,5.8,7.0,8.0,8.0,1019.8
21,11.0,13.3,9.4,7.3,34.7,23.8,27.6,30.3,2.6,5.5,6.9,6.9,1020.0
24,7.5,12.6,9.5,7.6,45.4,25.2,25.6,25.6,2.3,6.3,9.2,9.2,1020.4
27,6.3,12.3,10.3,8.9,48.9,25.2,21.3,19.0,3.5,6.7,8.6,8.6,1020.2
30,5.7,11.9,11.5,10.1,52.3,26.3,18.9,18.0,6.1,6.8,6.6,6.6,1019.1
33,5.6,10.2,12.6,11.3,55.1,35.8,18.7,20.5,6.5,7.3,6.3,6.3,1017.6
36,7.4,9.8,13.6,12.6,54.6,40.6,22.4,25.5,6.9,7.7,6.9,6.9,1017.9
39,16.2,14.3,14.9,14.0,35.5,36.8,23.2,23.5,4.6,5.2,7.6,7.6,1016.9
42,20.2,18.9,15.7,15.0,29.9,29.8,28.3,24.9,5.9,6.0,7.0,7.0,1014.0
