fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.4,14.1,11.8,10.9,79.2,53.4,50.8,45.2,1.8,2.1,2.4,2.4,1020.5,12,20
3,5.5,13.4,12.1,11.1,87.6,55.9,46.7,44.5,3.5,3.4,3.5,3.5,1021.1,12,23
6,4.0,12.4,12.2,11.1,92.1,59.7,45.5,41.8,3.8,4.1,3.7,3.7,1021.4,13,2
9,3.2,11.2,12.1,11.1,93.9,63.9,45.8,40.8,4.0,4.6,3.2,3.2,1021.4,13,5
12,4.3,10.5,11.8,11.2,93.6,66.8,47.0,36.3,4.5,6.3,5.5,5.5,1023.1,13,8
15,13.4,11.3,12.3,12.0,65.4,67.4,41.2,28.3,4.0,6.4,7.9,7.9,1023.5,13,11
18,17.8,15.9,12.6,12.5,47.8,50.1,45.3,24.5,4.3,4.8,7.5,7.5,1020.7,13,14
21,14.2,16.3,13.5,13.0,61.8,48.5,41.4,24.5,4.9,6.9,8.5,8.5,1020.3,13,17
24,10.1,14.7,14.2,13.6,73.6,51.4,35.6,26.3,6.8,8.9,10.4,10.4,1020.7,13,20
27,8.0,13.4,14.6,13.8,80.4,53.9,37.4,25.6,6.5,7.5,10.6,10.6,1020.6,13,23
30,6.1,13.5,14.8,13.9,85.0,52.7,30.2,22.1,5.8,6.4,12.5,12.5,1020.0,14,2
33,5.8,13.6,14.7,13.4,84.2,49.0,30.2,30.2,3.5,4.6,7.3,7.3,1019.8,14,5
36,8.2,13.2,13.9,12.7,76.0,48.1,37.3,40.0,1.3,3.6,5.0,5.0,1021.9,14,8
39,12.5,11.8,11.8,10.8,65.1,61.5,60.6,59.4,4.0,7.3,8.5,8.5,1023.8,14,11
42,14.7,12.9,10.3,9.3,64.7,69.6,80.8,78.1,3.3,4.2,7.5,7.5,1022.4,14,14
