fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,13.7,15.2,17.2,16.8,61.8,55.7,28.8,19.6,10.6,10.2,10.0,10.0,1013.6,341,20
3,12.2,13.9,17.3,17.8,69.8,62.4,29.8,17.0,9.9,9.5,11.2,11.2,1013.1,341,23
6,11.0,13.4,16.7,16.7,76.2,65.6,32.4,21.6,8.3,8.0,9.9,9.9,1012.9,342,2
9,10.1,12.6,16.2,15.9,79.5,67.9,31.1,22.8,7.5,7.2,8.0,8.0,1012.8,342,5
12,10.8,12.3,16.4,16.1,76.6,68.4,26.4,18.5,7.2,7.1,6.6,6.6,1014.0,342,8
15,18.7,17.1,17.0,16.5,48.5,51.5,25.0,18.4,4.9,5.2,7.3,7.3,1013.9,342,11
18,22.2,21.2,17.7,17.0,35.3,36.1,31.4,22.7,5.3,5.3,7.3,7.3,1011.3,342,14
21,17.8,19.7,18.5,17.4,50.7,43.8,31.5,27.2,8.3,7.2,6.8,6.8,1011.5,342,17
24,15.3,17.3,18.6,17.5,59.4,51.2,29.6,26.4,7.6,7.2,6.9,6.9,1012.7,342,20
27,13.9,16.6,18.7,17.6,63.2,52.1,27.9,25.1,6.8,6.8,6.1,6.1,1012.9,342,23
30,13.5,16.4,18.7,17.4,64.8,52.1,29.9,28.1,5.9,6.0,5.2,5.2,1013.2,343,2
33,13.0,15.8,17.9,16.9,68.4,55.8,35.4,32.7,6.0,6.0,3.6,3.6,1013.5,343,5
36,13.9,15.2,16.8,15.7,69.8,61.8,41.7,40.2,6.1,6.6,2.9,2.9,1015.6,343,8
39,18.4,17.1,15.9,14.8,55.7,58.1,46.6,46.0,2.8,3.2,4.3,4.3,1016.4,343,11
42,19.5,18.5,15.0,14.0,51.3,52.7,56.6,53.6,2.9,3.0,4.1,4.1,1014.6,343,14
