fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,-0.2,-2.2,-4.5,-4.9,89.6,96.2,99.3,99.0,6.2,8.9,10.5,10.5,1030.7
3,-1.0,-3.1,-4.6,-4.4,89.8,96.8,96.6,96.5,6.3,8.3,9.5,9.5,1031.4
6,-1.4,-3.4,-4.3,-3.8,89.9,96.9,93.0,94.4,4.8,6.0,9.1,9.1,1031.0
9,-1.5,-3.4,-4.9,-4.1,88.1,96.2,96.0,95.7,4.6,6.1,9.3,9.3,1029.8
12,-1.1,-3.2,-4.3,-3.5,85.0,94.7,94.0,95.4,4.1,5.7,9.2,9.2,1030.6
15,0.9,-1.8,-4.6,-3.5,74.8,85.9,98.0,95.5,5.9,7.5,7.3,7.3,1030.0
18,0.7,-1.2,-4.3,-4.1,83.4,85.9,96.7,96.0,5.8,7.0,6.5,6.5,1028.5
21,0.3,-1.4,-4.2,-3.8,88.1,91.1,95.8,95.4,5.7,7.3,9.0,9.0,1028.5
24,0.2,-1.3,-3.5,-3.9,89.4,92.3,94.7,96.7,4.7,6.8,10.9,10.9,1029.3
27,0.3,-1.2,-3.3,-3.6,91.2,94.5,96.6,96.8,5.9,8.6,11.1,11.1,1029.7
30,0.2,-1.4,-3.5,-3.5,91.7,95.7,95.9,96.2,5.8,7.7,9.4,9.4,1029.9
33,-0.0,-1.6,-3.2,-3.2,90.4,94.3,92.2,96.4,5.9,8.4,11.0,11.0,1028.5
36,0.3,-1.4,-3.5,-3.6,88.4,92.1,96.3,97.4,3.6,4.9,9.0,9.0,1030.7
39,0.4,-1.5,-2.7,-2.6,92.7,94.2,93.4,93.6,5.0,9.6,9.1,9.1,1030.2
42,1.0,-0.9,-3.0,-3.0,91.1,95.6,98.9,99.3,6.2,6.7,7.8,7.8,1028.8
