fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.4,5.2,2.2,4.3,84.9,88.6,98.5,99.0,7.2,8.2,14.8,14.8,1019.9
3,5.1,3.9,0.7,1.9,87.9,89.0,96.6,97.2,6.8,8.6,13.2,13.2,1021.3
6,4.3,3.0,-0.2,0.3,88.5,89.4,97.7,98.9,6.2,8.7,13.9,13.9,1021.5
9,3.8,2.6,-0.4,-0.5,88.9,91.2,99.4,99.7,6.3,8.6,12.9,12.9,1020.5
12,3.6,2.3,-0.5,-0.2,89.3,92.7,99.4,99.9,5.7,8.0,12.9,12.9,1021.3
15,4.1,2.5,-0.3,-0.2,86.1,91.1,99.5,99.9,7.0,9.0,11.2,11.2,1021.5
18,4.7,3.3,0.2,0.2,82.9,87.4,99.6,99.9,7.5,9.7,10.7,10.7,1018.2
21,4.4,3.4,0.4,0.6,88.2,90.6,99.7,99.9,7.0,9.4,13.8,13.8,1017.2
24,3.9,2.9,0.2,-0.1,91.3,93.0,99.9,99.8,7.9,9.3,14.1,14.1,1019.0
27,2.9,1.8,-0.7,-0.6,92.6,94.0,98.9,98.9,8.4,9.4,13.8,13.8,1020.3
30,1.8,0.7,-1.7,-1.2,93.2,94.9,98.5,99.3,7.5,8.2,13.4,13.4,1020.2
33,0.6,-0.6,-3.0,-2.5,92.8,94.5,96.7,96.6,7.5,8.1,14.1,14.1,1019.9
36,-0.1,-1.4,-3.2,-1.9,91.0,93.4,93.8,92.3,8.2,9.6,14.7,14.7,1021.7
39,0.9,-0.9,-3.9,-3.7,87.2,90.8,99.3,99.0,7.3,7.9,8.6,8.6,1023.4
42,0.8,-0.8,-4.2,-5.0,85.7,89.4,99.5,99.5,8.9,9.6,11.4,11.4,1022.7
