fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,9.4,10.1,6.8,5.0,70.2,61.1,69.5,73.8,3.0,8.5,9.1,9.1,1030.6,341,20
3,8.6,9.0,6.7,4.8,73.4,66.9,68.3,71.6,3.4,9.8,10.0,10.0,1030.8,341,23
6,7.7,7.6,5.9,4.5,79.0,75.7,73.7,75.0,3.2,9.2,10.4,10.4,1030.7,342,2
9,6.9,6.7,5.5,4.2,84.4,82.2,74.1,71.9,3.6,9.7,11.2,11.2,1030.1,342,5
12,7.2,6.3,5.2,4.2,83.1,83.7,79.8,70.0,3.1,8.4,10.6,10.6,1031.8,342,8
15,12.0,8.8,5.5,4.6,62.4,72.7,80.4,68.1,3.5,5.8,10.7,10.7,1031.0,342,11
18,14.4,11.7,7.5,5.4,53.0,58.8,74.1,80.3,3.6,5.3,6.5,6.5,1028.1,342,14
21,11.3,12.4,8.4,6.4,66.5,56.3,69.2,76.9,2.5,5.2,6.5,6.5,1027.7,342,17
24,9.2,11.8,8.6,6.6,74.3,58.3,68.2,75.4,2.4,7.6,7.6,7.6,1028.2,342,20
27,7.7,10.3,8.5,6.9,83.0,68.0,69.7,74.8,2.6,7.1,6.6,6.6,1028.0,342,23
30,7.8,9.5,8.8,7.2,84.6,73.4,68.4,71.3,1.4,4.1,3.1,3.1,1027.5,343,2
33,7.9,8.9,8.8,7.5,86.7,77.3,67.2,66.7,1.8,2.1,1.5,1.5,1026.4,343,5
36,8.0,8.7,8.5,7.2,87.4,78.2,68.4,67.5,0.8,0.4,3.1,3.1,1028.0,343,8
39,13.5,10.6,8.6,7.5,63.7,72.2,66.3,59.0,1.4,2.1,3.3,3.3,1028.0,343,11
42,16.0,13.6,9.4,7.7,51.0,55.7,67.2,62.9,1.9,2.6,3.2,3.2,1025.7,343,14
