fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.5,13.5,10.4,8.9,78.6,62.7,69.5,73.9,4.2,6.3,6.0,6.0,1022.5
3,10.7,12.1,10.2,9.6,83.0,70.6,70.8,69.8,4.5,7.5,6.4,6.4,1022.5
6,10.0,11.1,10.8,10.4,86.4,76.6,68.4,65.4,4.3,6.9,7.7,7.7,1020.8
9,10.3,10.4,11.5,11.0,84.6,81.2,65.7,63.9,4.3,7.4,8.6,8.6,1018.6
12,11.9,10.6,12.2,11.6,80.1,82.4,62.8,63.3,4.8,6.6,8.2,8.2,1018.4
15,14.6,12.9,11.9,11.2,76.0,79.5,69.3,69.7,4.1,4.7,7.0,7.0,1018.0
18,16.2,14.8,11.5,10.9,73.4,76.4,80.1,76.4,3.3,3.5,3.9,3.9,1015.2
21,15.6,14.9,11.9,11.0,81.0,81.3,85.2,83.1,1.5,1.9,2.0,2.0,1013.2
24,13.6,14.3,12.0,11.3,93.0,86.9,85.8,83.3,1.4,1.8,1.2,1.2,1013.4
27,12.7,13.8,12.1,11.3,96.1,89.4,84.0,83.8,0.7,0.8,2.8,2.8,1013.0
30,11.9,12.8,11.7,10.7,97.6,93.8,81.5,85.4,2.5,3.4,5.0,5.0,1011.7
33,11.1,11.7,11.4,10.8,97.8,96.5,83.1,77.5,4.4,4.6,7.2,7.2,1010.7
36,12.3,11.7,11.6,11.1,93.7,94.1,78.3,68.1,3.2,4.1,8.7,8.7,1012.7
39,17.7,15.9,11.7,10.4,69.2,72.8,86.1,83.1,4.4,4.5,6.1,6.1,1013.8
42,20.5,19.1,14.8,12.6,55.1,55.0,67.1,73.8,2.6,2.5,3.1,3.1,1012.4
