fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,15.1,14.3,10.6,9.4,86.0,86.6,97.3,96.8,7.5,10.1,15.3,15.3,1017.1
3,14.6,13.8,10.4,9.3,77.7,79.0,81.9,74.8,7.8,11.1,16.8,16.8,1018.8
6,13.5,12.9,9.9,8.7,79.1,79.4,80.9,74.5,6.6,10.7,17.3,17.3,1019.6
9,11.9,11.4,8.0,6.5,50.1,47.7,41.4,35.3,6.9,10.6,15.4,15.4,1020.9
12,11.0,9.4,6.3,4.9,37.6,35.1,40.0,47.3,5.8,8.9,12.6,12.6,1023.2
15,14.0,11.2,6.8,4.8,28.8,29.1,36.0,37.7,5.4,7.0,7.9,7.9,1023.9
18,15.4,13.1,8.8,6.6,26.5,25.6,31.7,35.0,4.7,6.3,7.2,7.2,1021.7
21,13.1,13.5,9.6,8.0,36.3,26.5,28.6,23.5,1.9,5.0,7.0,7.0,1022.0
24,9.7,13.2,10.2,8.4,50.5,26.5,23.5,23.7,2.4,6.3,7.3,7.3,1023.3
27,8.8,13.3,10.2,8.4,56.2,25.7,24.7,22.9,2.8,4.6,4.5,4.5,1024.3
30,8.6,13.0,9.9,8.3,57.8,27.1,25.1,22.2,2.3,1.4,2.2,2.2,1024.2
33,6.5,12.4,9.7,8.5,70.0,29.5,23.9,18.6,1.8,2.9,1.3,1.3,1023.6
36,9.8,11.6,9.7,9.3,59.7,31.5,21.2,15.7,3.5,5.8,3.3,3.3,1024.8
39,16.2,13.5,10.4,11.1,32.8,33.3,20.9,11.7,4.4,5.5,4.8,4.8,1023.9
42,18.2,16.2,12.0,12.4,31.5,30.9,33.7,13.0,4.2,5.0,5.3,5.3,1020.2
