fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.6,22.6,19.6,18.1,82.4,56.6,57.6,52.6,2.5,2.5,2.6,2.6,1016.9,284,20
3,16.8,21.6,19.2,17.9,87.8,58.8,60.2,51.9,3.5,4.5,2.3,2.3,1017.6,284,23
6,15.6,20.5,18.8,17.6,90.0,62.2,60.7,51.9,3.4,4.1,1.3,1.3,1017.3,285,2
9,14.9,19.7,18.6,17.4,91.1,65.2,59.0,50.4,2.3,2.8,2.4,2.4,1017.3,285,5
12,18.3,18.9,18.0,17.0,82.2,68.5,59.7,51.1,1.9,3.3,4.4,4.4,1018.9,285,8
15,24.1,22.0,17.9,17.1,57.6,59.8,65.4,48.3,3.0,3.2,4.8,4.8,1019.2,285,11
18,25.9,24.3,19.9,17.7,47.0,46.4,55.7,60.3,2.9,2.7,3.4,3.4,1017.2,285,14
21,23.4,24.2,20.2,18.0,61.5,46.6,52.4,57.4,2.0,3.2,4.5,4.5,1017.3,285,17
24,20.1,22.6,19.6,17.6,67.3,50.9,52.9,56.7,4.3,7.6,6.8,6.8,1018.2,285,20
27,18.8,20.6,19.0,17.2,67.5,53.4,48.6,51.0,5.0,8.2,8.1,8.1,1019.5,285,23
30,17.0,19.4,18.6,16.8,72.0,56.6,43.6,47.5,3.7,7.2,8.5,8.5,1019.7,286,2
33,15.9,18.3,18.1,16.5,80.7,66.9,41.2,44.5,3.6,7.3,9.6,9.6,1020.1,286,5
36,18.2,17.5,17.9,16.2,79.5,74.8,35.8,41.6,3.2,7.8,10.8,10.8,1021.9,286,8
39,23.5,21.1,17.3,16.0,52.3,54.2,50.1,45.2,4.3,6.0,11.0,11.0,1021.4,286,11
42,24.8,23.1,18.7,16.4,45.8,45.7,55.8,61.7,5.2,7.1,8.3,8.3,1019.0,286,14
