fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.0,10.4,6.5,4.6,62.1,65.0,77.7,84.4,3.9,8.0,10.3,10.3,1029.3
3,11.1,10.1,6.3,4.5,64.5,64.6,77.6,84.8,3.0,7.2,10.6,10.6,1029.2
6,10.7,9.3,5.7,4.3,65.5,67.6,79.8,83.6,4.9,7.9,9.3,9.3,1029.4
9,9.6,8.3,5.3,4.1,69.7,72.0,81.5,85.6,4.8,8.6,11.4,11.4,1029.2
12,9.8,7.6,5.1,3.9,68.4,75.3,84.7,88.6,5.5,8.3,11.8,11.8,1030.5
15,12.3,9.3,5.6,4.2,60.7,69.2,83.9,89.4,5.1,6.6,9.2,9.2,1030.6
18,13.1,10.8,6.7,4.8,60.4,66.2,82.3,90.2,5.2,7.0,7.5,7.5,1028.4
21,12.2,10.4,6.4,4.6,65.1,69.8,86.1,93.7,5.2,7.2,7.9,7.9,1029.2
24,10.2,8.4,5.3,4.0,78.5,81.0,90.3,94.9,8.2,9.8,10.4,10.4,1031.6
27,8.6,6.6,4.8,3.9,89.9,91.4,87.2,88.8,6.2,8.6,8.0,8.0,1032.8
30,7.7,5.5,4.0,3.1,89.2,94.3,86.7,88.6,6.1,8.0,8.3,8.3,1033.0
33,7.2,5.0,3.4,2.5,84.7,91.4,79.6,83.1,5.1,6.6,8.2,8.2,1033.4
36,6.7,4.1,2.2,1.6,76.8,83.7,72.9,69.9,5.7,6.7,8.5,8.5,1035.3
39,9.9,6.1,2.0,1.4,55.7,65.4,79.3,60.4,4.0,4.6,5.5,5.5,1035.1
42,11.6,8.3,4.1,2.0,47.9,53.6,67.6,73.5,3.9,4.2,4.6,4.6,1032.8
