fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.0,19.0,16.8,15.2,79.4,58.7,55.3,54.3,3.8,3.8,5.3,5.3,1015.0,326,20
3,12.5,17.8,16.1,14.8,88.2,62.5,58.9,56.6,2.1,2.6,5.4,5.4,1016.6,326,23
6,11.4,16.4,15.4,14.4,91.9,67.6,60.4,55.7,3.5,4.9,6.9,6.9,1017.2,327,2
9,10.9,14.3,14.7,13.4,91.7,72.1,51.1,45.7,5.3,7.3,11.2,11.2,1018.6,327,5
12,12.0,12.3,13.7,12.7,81.8,72.7,43.6,37.2,5.0,8.4,11.5,11.5,1021.2,327,8
15,15.2,12.5,8.8,8.9,42.3,47.4,43.8,42.6,8.9,9.6,15.3,15.3,1023.9,327,11
18,14.7,12.4,8.1,6.0,24.6,24.8,30.9,31.4,8.2,9.0,10.5,10.5,1023.8,327,14
21,11.1,10.4,6.4,4.5,27.3,24.0,26.4,25.1,7.5,8.6,10.5,10.5,1025.9,327,17
24,7.5,7.5,3.9,2.8,31.1,23.2,19.1,11.9,6.6,8.3,10.1,10.1,1028.6,327,20
27,4.9,5.2,2.1,2.1,35.8,24.4,16.0,5.1,5.8,7.8,8.1,8.1,1030.2,327,23
30,3.3,3.2,1.5,1.9,37.6,25.8,14.6,4.7,5.8,8.3,7.7,7.7,1031.1,328,2
33,2.0,1.9,1.2,1.6,41.4,33.0,17.5,5.6,5.3,8.6,6.2,6.2,1031.4,328,5
36,2.8,0.9,0.8,1.0,44.7,39.5,17.3,7.5,3.8,7.7,6.0,6.0,1034.0,328,8
39,7.5,3.8,0.7,1.2,32.0,35.9,21.2,5.1,3.3,4.5,6.0,6.0,1034.1,328,11
42,10.0,6.7,2.5,0.7,27.2,29.1,36.1,30.2,3.6,4.8,5.4,5.4,1031.7,328,14
