fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,7.3,6.8,4.6,3.5,79.5,80.5,89.9,92.9,3.6,7.8,10.7,10.7,1022.3
3,6.7,6.2,5.1,4.5,85.2,86.8,87.7,86.0,4.6,9.4,13.2,13.2,1022.0
6,6.7,6.2,5.2,4.9,87.6,89.2,86.7,81.2,2.4,6.0,7.9,7.9,1022.7
9,6.8,6.2,5.1,4.8,92.0,93.8,91.3,83.3,1.9,5.6,7.7,7.7,1022.2
12,7.2,6.4,5.1,4.8,93.9,96.6,94.7,87.0,1.7,4.1,6.5,6.5,1023.1
15,8.4,6.9,5.0,4.7,90.9,97.1,97.8,92.1,0.8,1.1,4.1,4.1,1023.4
18,9.1,7.8,4.8,4.2,87.0,92.5,99.7,96.8,2.9,4.3,3.4,3.4,1021.3
21,8.2,7.3,4.6,3.7,94.2,95.4,99.3,98.3,3.2,6.1,6.4,6.4,1021.7
24,7.2,6.3,4.1,3.5,95.8,98.2,98.8,97.7,3.6,7.3,7.0,7.0,1022.4
27,6.4,5.4,4.1,3.8,96.4,98.8,97.0,93.7,3.7,7.2,5.8,5.8,1022.9
30,5.6,4.3,3.2,3.3,94.8,98.9,98.5,94.2,4.5,8.4,8.0,8.0,1023.3
33,4.8,3.6,3.2,3.0,94.8,99.3,96.7,92.2,3.8,6.9,7.5,7.5,1023.1
36,4.7,3.2,2.9,2.9,92.5,99.0,98.7,93.9,3.6,6.1,7.1,7.1,1024.8
39,6.7,4.4,3.1,2.7,83.2,93.3,99.7,97.6,3.1,4.4,5.7,5.7,1025.5
42,8.0,6.2,3.3,2.9,79.2,86.9,99.5,99.5,3.3,4.6,5.9,5.9,1023.8
