fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,30.5,30.9,28.1,27.1,58.6,57.2,60.8,59.9,9.2,8.0,10.9,10.9,1010.3
3,26.5,25.8,22.1,22.4,74.1,76.0,87.6,81.7,8.5,8.4,10.3,10.3,1013.2
6,23.6,22.7,18.9,19.2,78.0,81.2,96.9,92.4,7.9,8.5,11.8,11.8,1014.9
9,20.8,19.6,15.8,15.5,80.8,84.5,99.3,99.3,9.0,9.5,12.0,12.0,1017.3
12,18.6,17.0,13.1,12.6,78.6,83.6,98.9,99.3,9.0,9.8,13.0,13.0,1020.5
15,18.0,16.0,11.9,10.7,73.8,80.2,96.8,98.7,9.5,10.1,12.0,12.0,1022.4
18,16.9,15.0,11.0,9.3,73.8,78.1,93.7,99.2,9.2,10.0,12.1,12.1,1022.6
21,15.7,14.0,9.9,8.2,71.9,76.4,90.7,95.5,7.9,9.1,11.8,11.8,1023.9
24,15.2,13.5,9.6,8.0,68.6,73.3,86.6,88.7,6.4,7.6,10.0,10.0,1025.1
27,15.1,13.4,9.4,7.9,67.4,72.5,87.1,89.9,5.7,7.4,8.5,8.5,1024.8
30,14.4,12.7,8.9,8.0,70.4,75.7,88.0,83.8,5.9,7.1,9.2,9.2,1024.2
33,13.5,11.8,8.6,7.8,77.4,82.2,87.4,80.3,6.4,7.6,10.5,10.5,1024.5
36,13.2,11.4,8.6,7.8,81.7,85.0,83.9,79.1,6.2,7.9,11.8,11.8,1025.7
39,14.0,12.0,8.9,8.2,78.9,83.6,85.1,83.4,5.4,7.4,11.4,11.4,1024.9
42,14.2,12.7,9.5,8.5,83.7,85.3,89.5,88.9,4.7,6.3,9.8,9.8,1022.5
