fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,16.6,16.9,15.9,14.8,83.7,79.9,71.6,71.8,4.3,6.3,6.3,6.3,1011.0
3,14.8,14.7,14.0,13.6,94.1,91.6,82.2,80.3,1.5,2.2,2.1,2.1,1011.5
6,13.8,13.6,12.8,12.6,96.2,95.7,89.4,88.1,3.3,4.6,4.0,4.0,1010.0
9,13.2,12.9,11.7,11.2,95.4,95.2,89.9,92.6,2.9,4.0,6.3,6.3,1009.2
12,13.5,12.9,10.9,10.5,91.5,92.6,87.6,88.4,3.0,4.2,8.2,8.2,1010.8
15,17.2,15.8,11.6,9.8,69.7,71.9,87.0,94.5,4.4,5.6,6.6,6.6,1010.9
18,19.7,18.7,14.4,12.2,58.0,57.6,69.9,77.6,4.6,5.6,7.0,7.0,1008.6
21,19.2,19.0,15.1,13.0,61.8,58.7,66.9,72.5,3.9,4.6,7.3,7.3,1008.5
24,15.0,17.3,14.9,13.1,79.0,67.3,66.0,70.2,0.8,1.9,6.2,6.2,1010.0
27,12.3,16.2,15.0,13.3,90.1,72.2,64.6,67.9,2.3,3.5,4.7,4.7,1010.1
30,11.2,14.5,15.2,13.8,92.8,81.1,63.5,63.7,2.4,3.7,5.4,5.4,1009.2
33,10.7,13.6,15.5,14.3,93.9,87.0,61.7,58.1,2.4,3.7,5.5,5.5,1008.3
36,14.6,14.1,15.8,14.7,85.7,86.6,58.0,52.5,2.2,3.1,4.1,4.1,1009.6
39,21.7,20.4,16.6,15.9,58.1,58.5,58.3,40.3,2.8,3.5,3.9,3.9,1010.0
42,24.4,23.6,19.2,17.1,44.1,41.3,48.0,50.6,3.2,3.6,4.7,4.7,1007.3
