fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,11.3,9.5,5.6,3.7,60.3,63.1,75.5,82.4,4.2,8.4,10.6,10.6,1032.9
3,10.9,9.1,5.5,3.7,62.9,65.6,75.9,82.0,3.6,7.7,10.6,10.6,1032.9
6,10.6,8.8,5.2,3.6,63.6,66.4,78.2,84.6,3.8,6.9,9.6,9.6,1032.5
9,10.0,8.3,4.7,3.5,68.5,72.2,83.6,86.0,4.0,8.0,10.6,10.6,1030.9
12,10.1,7.9,4.7,3.6,68.3,74.2,79.8,81.7,3.4,7.1,10.1,10.1,1031.7
15,12.1,9.3,5.2,3.8,58.3,66.0,81.2,79.9,2.8,4.6,6.9,6.9,1031.7
18,13.5,11.0,6.8,4.7,52.7,57.9,72.6,81.1,2.3,3.3,3.8,3.8,1029.0
21,12.9,11.5,7.4,5.3,55.1,55.1,68.3,76.6,2.3,3.8,4.4,4.4,1028.2
24,11.1,11.1,7.4,5.4,65.4,56.0,67.1,74.7,2.3,4.6,4.7,4.7,1028.4
27,10.0,10.4,7.2,5.4,69.7,57.8,66.3,74.0,3.2,5.8,3.5,3.5,1028.9
30,9.5,9.5,6.9,5.2,71.6,60.9,67.2,74.6,3.1,5.4,2.9,2.9,1028.5
33,8.9,8.7,6.6,5.0,75.5,66.0,68.4,75.3,2.4,4.8,2.2,2.2,1027.5
36,9.5,8.5,6.4,4.7,73.7,67.8,70.2,75.9,1.6,3.9,2.3,2.3,1028.9
39,13.2,10.4,6.5,4.8,57.2,64.5,74.2,75.7,1.0,1.5,1.8,1.8,1028.5
42,15.2,12.6,8.4,6.3,49.4,53.6,66.6,74.6,1.1,1.1,1.8,1.8,1025.8
