fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,19.1,23.8,20.6,18.8,69.6,43.6,48.0,50.6,2.9,3.2,2.3,2.3,1017.8
3,17.3,23.0,20.7,19.0,76.4,46.4,47.1,50.0,3.9,3.9,2.6,2.6,1018.1
6,16.0,22.0,20.6,19.0,82.1,50.8,47.1,50.9,3.5,3.5,1.9,1.9,1017.4
9,15.6,20.9,20.4,18.8,85.2,55.6,48.0,52.7,2.8,3.0,0.2,0.2,1016.9
12,18.1,20.4,19.8,18.2,78.4,58.6,50.2,54.5,2.2,2.8,2.3,2.3,1018.2
15,23.3,21.7,19.7,18.2,60.0,60.9,50.1,54.1,1.6,2.0,3.0,3.0,1018.4
18,24.8,23.6,19.9,18.5,52.6,52.4,54.2,53.4,1.5,1.5,2.3,2.3,1016.3
21,22.4,23.4,20.2,18.9,69.5,53.9,53.5,52.2,1.1,2.1,2.0,2.0,1016.3
24,19.0,22.7,20.3,18.9,80.3,55.7,50.6,51.8,2.0,2.7,1.3,1.3,1017.2
27,17.5,22.0,20.2,18.7,84.9,58.0,50.7,51.8,1.9,2.1,0.6,0.6,1017.5
30,16.5,21.0,19.7,18.3,87.5,62.7,52.4,53.7,1.4,1.7,0.7,0.7,1017.2
33,15.3,19.9,19.2,17.8,91.8,68.1,54.9,54.8,0.5,0.2,1.8,1.8,1017.0
36,17.1,19.3,18.8,17.7,88.1,70.6,55.9,51.8,0.7,0.8,1.4,1.4,1018.6
39,24.1,22.0,18.7,17.8,59.5,62.3,58.6,50.3,0.2,0.4,1.3,1.3,1018.9
42,26.1,24.4,20.1,18.0,48.8,49.6,60.0,61.6,0.3,0.6,1.3,1.3,1016.7
