fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,4.3,3.9,1.2,0.7,62.6,56.6,69.0,56.3,3.2,7.9,6.0,6.0,1029.8,7,20
3,2.9,2.5,1.3,1.8,59.1,54.9,60.1,35.2,3.4,9.0,8.0,8.0,1028.5,7,23
6,2.3,1.4,1.1,1.7,59.7,59.0,56.6,40.3,3.5,8.3,8.2,8.2,1027.4,8,2
9,1.8,0.7,1.2,1.7,68.3,70.9,57.0,45.0,2.4,6.5,7.5,7.5,1026.5,8,5
12,1.7,0.3,1.8,2.0,74.8,78.6,61.2,50.7,2.8,6.7,4.3,4.3,1026.7,8,8
15,3.6,1.3,2.9,3.2,71.1,79.5,55.5,53.6,2.8,4.6,5.9,5.9,1026.3,8,11
18,7.1,4.8,4.1,4.5,61.5,68.1,52.4,50.6,3.3,3.6,6.3,6.3,1022.8,8,14
21,6.0,5.6,5.5,5.6,70.2,68.0,51.2,50.6,2.3,4.3,4.0,4.0,1021.8,8,17
24,2.7,4.7,6.7,6.1,87.9,74.2,50.2,54.7,4.5,6.0,4.1,4.1,1021.9,8,20
27,1.4,4.7,7.7,6.6,93.0,75.8,53.2,59.9,4.6,5.4,4.2,4.2,1021.6,8,23
30,0.6,5.2,7.8,6.8,94.2,74.1,58.9,63.2,4.5,4.8,2.9,2.9,1020.8,9,2
33,0.5,5.3,7.5,6.6,94.2,74.4,63.4,66.0,1.9,2.6,4.2,4.2,1019.9,9,5
36,1.4,6.0,7.1,6.2,94.1,71.6,67.5,69.5,0.8,2.0,5.0,5.0,1020.6,9,8
39,10.3,8.1,7.3,6.4,65.6,70.2,68.8,70.0,1.1,1.8,5.5,5.5,1020.7,9,11
42,13.3,11.6,7.5,5.7,55.0,58.1,71.7,73.8,3.9,5.3,7.3,7.3,1018.3,9,14
