fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,-1.9,-3.4,-7.0,-8.7,53.3,50.3,61.3,67.8,5.5,8.1,8.4,8.4,1039.9,350,20
3,-2.9,-4.5,-7.7,-9.3,56.0,52.8,59.1,67.4,5.6,7.7,7.1,7.1,1041.1,350,23
6,-4.4,-5.6,-8.5,-9.9,58.1,44.2,37.1,43.8,5.3,7.8,9.5,9.5,1041.4,351,2
9,-5.4,-6.5,-9.0,-10.2,53.3,35.4,23.0,29.7,3.2,6.0,7.7,7.7,1040.4,351,5
12,-4.7,-7.1,-9.4,-10.4,41.9,31.5,23.4,25.5,2.9,6.0,6.0,6.0,1041.0,351,8
15,-1.3,-5.2,-9.1,-9.3,28.2,31.2,33.0,17.0,2.8,3.8,4.3,4.3,1040.4,351,11
18,0.7,-2.7,-6.8,-8.3,28.0,29.7,38.0,27.2,2.6,3.4,3.9,3.9,1036.2,351,14
21,-0.9,-2.3,-6.2,-7.5,35.9,32.8,41.2,29.0,3.0,5.2,5.5,5.5,1035.0,351,17
24,-1.7,-3.2,-6.4,-6.6,41.7,35.7,37.8,16.7,3.6,8.3,7.8,7.8,1035.6,351,20
27,-1.5,-3.7,-6.2,-5.8,38.5,40.6,33.2,14.5,4.2,8.7,9.2,9.2,1035.7,351,23
30,-1.5,-3.7,-5.8,-4.9,42.6,47.4,34.5,14.6,3.7,6.9,9.1,9.1,1034.9,352,2
33,-1.5,-3.6,-5.3,-4.7,51.1,57.9,50.7,26.6,3.4,7.1,9.7,9.7,1033.3,352,5
36,-1.1,-3.2,-5.0,-5.2,62.2,70.9,73.2,57.7,3.5,7.6,10.2,10.2,1034.0,352,8
39,-0.3,-2.8,-4.6,-5.1,71.8,82.6,91.1,88.6,3.2,5.2,9.6,9.6,1034.1,352,11
42,0.2,-2.1,-4.4,-4.9,80.1,90.0,98.7,98.6,3.0,4.0,7.2,7.2,1031.0,352,14
