fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,6.1,6.4,3.2,2.0,72.2,57.5,61.8,62.2,2.8,8.0,5.8,5.8,1033.9,346,20
3,3.7,5.7,2.7,1.4,74.2,54.3,61.1,61.0,2.4,7.2,4.1,4.1,1034.4,346,23
6,2.2,4.8,2.3,0.9,80.0,56.1,59.6,59.6,2.0,6.7,3.3,3.3,1033.6,347,2
9,1.1,4.0,1.9,0.7,86.5,58.3,57.7,56.6,2.3,5.5,2.4,2.4,1032.1,347,5
12,2.1,3.2,1.6,0.4,84.7,60.2,56.4,54.5,2.0,5.4,2.9,2.9,1032.8,347,8
15,7.9,4.6,1.6,0.5,51.0,58.7,53.1,52.3,3.1,4.2,4.5,4.5,1031.9,347,11
18,10.1,7.3,3.2,1.2,41.2,45.1,55.9,60.4,2.7,3.2,3.4,3.4,1028.6,347,14
21,6.8,7.6,3.8,2.4,54.6,43.0,52.2,51.1,2.3,4.1,4.9,4.9,1027.1,347,17
24,4.6,7.2,4.3,3.9,60.9,40.9,45.1,39.9,2.7,7.3,6.0,6.0,1026.6,347,20
27,3.4,6.3,5.2,4.8,64.4,43.3,42.8,40.3,2.4,7.5,6.6,6.6,1026.1,347,23
30,2.3,5.5,6.0,5.3,70.9,50.0,49.8,44.6,2.5,6.0,5.9,5.9,1024.8,348,2
33,1.3,5.4,6.6,5.8,78.6,54.0,53.9,50.0,2.5,4.6,5.4,5.4,1023.1,348,5
36,2.5,5.8,6.7,5.7,78.0,56.5,56.8,57.6,1.3,4.1,3.8,3.8,1023.7,348,8
39,10.4,8.0,7.0,5.8,54.2,58.0,56.7,60.0,2.2,3.0,3.5,3.5,1023.0,348,11
42,13.9,12.0,7.9,6.2,47.4,49.3,59.9,63.8,0.9,1.0,2.4,2.4,1019.7,348,14
