fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.1,14.8,11.7,10.3,72.8,47.0,44.7,37.5,1.3,1.2,2.1,2.1,1022.3
3,8.4,13.9,11.5,10.2,78.3,49.6,42.3,35.3,1.0,0.4,3.2,3.2,1023.2
6,6.1,12.9,10.9,9.7,86.5,51.7,42.4,33.3,1.4,1.6,4.2,4.2,1023.5
9,4.3,11.9,10.2,9.1,92.1,52.6,37.9,26.1,2.5,3.5,5.1,5.1,1024.1
12,6.2,11.1,9.7,8.8,86.5,52.2,29.7,18.6,1.6,3.5,4.9,4.9,1026.2
15,14.3,11.7,9.3,8.5,53.8,55.6,28.3,17.1,1.5,2.8,5.0,5.0,1027.2
18,16.3,14.0,9.8,8.0,39.6,39.9,46.5,42.0,2.0,2.6,3.5,3.5,1026.0
21,11.5,13.9,9.9,7.9,60.1,41.0,47.7,49.1,2.4,4.8,5.1,5.1,1026.8
24,9.0,12.5,9.3,7.6,68.4,47.1,51.2,45.4,3.1,8.3,6.8,6.8,1028.8
27,7.5,10.9,8.5,7.1,78.9,57.8,57.0,49.2,3.0,9.8,8.4,8.4,1030.1
30,6.5,9.0,7.8,6.1,87.0,71.1,67.7,63.9,2.9,9.8,9.1,9.1,1030.7
33,5.7,8.1,7.2,6.0,92.4,78.5,66.9,54.7,2.7,8.8,7.5,7.5,1030.7
36,6.9,7.7,6.9,6.2,91.2,84.5,62.1,37.9,3.1,8.8,8.1,8.1,1032.4
39,13.2,9.9,7.1,5.9,67.0,77.5,77.5,60.7,3.4,6.1,10.4,10.4,1032.1
42,15.6,12.9,8.6,6.5,54.6,60.0,75.2,82.4,4.0,6.2,7.4,7.4,1029.4
