fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,18.9,20.6,17.5,15.5,64.1,53.1,59.2,63.9,5.3,8.3,9.4,9.4,1021.6
3,18.1,19.5,17.0,15.1,68.5,58.1,59.8,63.7,4.3,6.7,9.9,9.9,1022.8
6,17.6,18.0,15.8,14.3,71.4,65.6,59.7,60.8,5.0,7.7,12.5,12.5,1022.8
9,16.1,15.6,13.0,12.4,76.9,76.8,84.7,81.5,6.4,9.3,13.3,13.3,1024.1
12,16.1,14.0,11.1,11.6,67.1,73.1,75.5,65.9,6.7,8.7,14.4,14.4,1025.9
15,19.2,16.1,11.6,9.9,48.6,54.3,67.4,63.2,6.7,7.9,9.1,9.1,1026.6
18,20.6,18.0,13.6,11.4,35.6,37.1,46.1,51.7,7.0,7.9,8.7,8.7,1025.1
21,18.1,17.3,13.1,11.0,38.7,35.2,41.5,46.0,6.3,8.2,9.4,9.4,1025.4
24,14.2,15.2,11.8,9.8,48.4,36.6,37.6,42.0,4.7,8.6,9.2,9.2,1026.9
27,11.8,13.9,10.8,8.7,52.8,33.7,33.0,36.7,5.1,8.0,8.3,8.3,1027.6
30,10.2,11.7,9.5,7.7,57.0,38.8,29.7,33.5,6.0,9.2,8.4,8.4,1027.8
33,8.5,9.3,7.7,6.3,58.9,44.2,26.8,29.1,5.6,8.7,8.6,8.6,1028.1
36,10.0,8.3,6.6,5.2,53.3,45.1,26.0,25.8,4.1,8.1,7.4,7.4,1029.5
39,14.8,11.4,7.1,5.9,32.3,34.1,40.4,24.9,3.8,4.4,5.3,5.3,1029.1
42,17.0,14.2,9.8,7.6,30.4,31.2,38.6,42.1,2.9,3.2,3.7,3.7,1026.2
