fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,12.0,12.6,9.9,8.6,75.2,68.1,77.0,80.5,1.5,3.3,6.7,6.7,1019.3,320,20
3,11.7,11.8,10.1,8.9,81.2,75.7,82.6,83.5,1.6,4.1,4.7,4.7,1018.5,320,23
6,11.4,11.1,9.7,8.8,90.5,84.8,89.1,87.2,0.9,2.9,2.0,2.0,1018.3,321,2
9,11.3,10.9,9.6,9.0,93.8,90.1,90.4,85.9,1.4,2.0,0.6,0.6,1018.0,321,5
12,11.8,11.0,9.4,8.8,92.5,91.7,93.3,89.3,1.5,2.0,1.0,1.0,1019.4,321,8
15,14.9,12.9,9.4,8.6,77.1,84.1,96.9,95.4,1.8,1.9,1.8,1.8,1019.7,321,11
18,16.1,14.5,10.6,9.1,72.4,77.6,92.6,96.6,2.0,2.2,2.4,2.4,1018.1,321,14
21,15.2,14.4,10.8,9.5,79.9,82.4,95.3,98.2,2.5,3.3,4.0,4.0,1018.9,321,17
24,14.3,13.8,11.1,9.8,88.7,89.5,95.5,97.8,1.6,4.3,5.3,5.3,1020.4,321,20
27,13.9,13.5,11.4,10.2,92.6,92.8,94.5,96.4,2.7,5.5,5.9,5.9,1020.7,321,23
30,13.6,13.4,11.7,10.6,95.0,95.9,94.1,94.6,2.6,6.2,6.6,6.6,1020.5,322,2
33,14.0,13.5,11.6,10.8,94.0,95.4,97.4,94.5,3.1,6.4,7.2,7.2,1020.3,322,5
36,14.9,13.7,11.7,11.1,89.6,94.0,97.7,95.4,2.8,5.3,8.0,8.0,1021.6,322,8
39,17.2,15.4,11.9,11.4,79.0,85.3,99.1,95.6,4.5,6.0,6.1,6.1,1021.3,322,11
42,19.0,17.6,13.5,11.7,71.7,75.5,91.6,98.3,3.3,4.0,4.8,4.8,1019.0,322,14
