fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,10.2,14.7,13.0,12.1,73.6,49.7,30.0,17.8,3.8,7.9,9.5,9.5,1022.2
3,9.1,14.4,13.5,11.8,76.7,46.8,24.0,20.2,3.4,8.9,10.8,10.8,1024.0
6,7.6,12.2,11.3,9.7,79.8,50.3,28.3,27.1,5.9,8.8,11.6,11.6,1023.9
9,5.4,9.5,9.1,8.1,77.6,48.0,24.7,23.9,4.7,6.9,7.4,7.4,1024.4
12,6.6,8.4,8.4,7.5,72.6,53.4,23.2,22.1,1.9,5.1,4.8,4.8,1025.9
15,13.3,10.5,8.4,7.4,47.4,52.4,24.0,21.3,2.1,3.4,4.7,4.7,1025.7
18,15.9,13.8,9.5,7.7,33.6,34.6,40.9,38.3,3.7,4.6,5.3,5.3,1022.2
21,12.7,13.8,10.4,9.4,45.5,37.4,40.3,32.7,3.6,7.1,8.0,8.0,1021.4
24,10.5,12.0,11.6,11.2,53.3,44.6,36.7,34.8,5.0,9.5,10.8,10.8,1020.7
27,9.6,10.9,13.3,12.8,56.6,48.8,39.0,35.3,4.5,8.0,9.4,9.4,1020.1
30,8.3,10.9,14.6,14.4,63.7,50.7,33.5,26.0,4.1,6.2,8.3,8.3,1019.8
33,6.3,10.6,14.2,13.6,77.8,54.2,35.1,31.0,2.4,3.4,4.7,4.7,1019.7
36,7.6,10.3,13.3,12.3,76.1,56.1,38.0,37.0,1.9,1.9,4.0,4.0,1022.1
39,14.7,12.1,11.3,10.2,51.4,56.5,45.4,48.8,3.9,4.5,8.0,8.0,1023.7
42,15.8,13.5,9.2,8.1,49.0,53.8,65.6,58.9,7.3,7.6,8.5,8.5,1023.2
