fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,4.2,5.7,2.3,0.5,52.2,34.4,39.0,41.3,3.6,3.3,2.2,2.2,1030.5
3,3.2,5.4,2.2,0.6,58.9,35.9,39.0,41.1,3.8,4.5,2.6,2.6,1030.6
6,1.7,5.1,2.2,0.7,67.0,37.7,39.4,40.2,2.8,3.9,3.0,3.0,1029.6
9,0.2,4.7,2.2,1.0,75.6,38.6,38.5,38.1,2.4,3.5,2.4,2.4,1028.5
12,1.9,4.5,2.3,1.4,71.2,38.6,37.6,34.3,4.1,4.8,2.6,2.6,1029.5
15,9.3,6.2,2.9,2.3,35.6,39.0,36.6,27.1,3.0,3.1,3.0,3.0,1029.4
18,11.6,9.0,4.9,3.3,29.8,31.3,37.8,32.2,1.4,1.2,1.9,1.9,1026.6
21,9.0,9.4,5.7,4.5,40.1,30.8,33.6,25.0,1.6,1.5,1.7,1.7,1026.4
24,5.1,8.9,5.8,4.7,56.5,31.6,30.6,23.4,2.4,1.6,1.3,1.3,1027.0
27,3.8,8.6,5.9,4.7,64.2,32.1,29.0,26.4,2.1,2.2,2.2,2.2,1028.1
30,3.0,8.1,5.5,4.2,69.7,33.3,31.6,31.4,2.1,2.6,2.7,2.7,1028.2
33,2.7,7.5,5.0,3.7,72.3,34.8,34.5,36.1,1.5,2.5,2.6,2.6,1027.8
36,3.7,7.1,4.6,3.4,69.6,35.9,36.4,38.1,1.7,3.3,2.8,2.8,1029.1
39,11.0,8.1,4.4,3.6,36.2,39.1,38.6,36.0,1.9,2.9,3.1,3.1,1028.8
42,12.8,10.3,6.1,4.2,32.2,33.5,41.5,42.8,1.9,2.0,2.0,2.0,1025.6
