fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,12.2,16.1,12.3,10.5,75.1,46.7,54.8,54.0,2.2,2.6,1.3,1.3,1022.3,297,20
3,10.4,15.2,11.8,10.7,83.4,50.1,55.8,43.8,1.9,3.7,1.4,1.4,1022.4,297,23
6,9.4,14.0,11.3,10.8,87.4,56.8,56.3,36.1,2.7,5.0,2.4,2.4,1022.1,298,2
9,8.6,13.0,10.9,11.4,91.2,64.2,52.1,24.8,1.8,4.6,3.9,3.9,1021.2,298,5
12,11.8,12.4,10.7,11.3,83.3,68.9,49.9,23.5,2.0,4.9,6.0,6.0,1022.6,298,8
15,17.4,14.8,10.6,10.8,59.1,63.1,72.2,36.3,2.4,3.5,4.4,4.4,1022.6,298,11
18,19.3,17.3,12.9,11.2,54.2,55.9,68.6,60.4,2.0,3.0,3.9,3.9,1019.6,298,14
21,17.1,17.4,13.4,11.8,65.6,57.5,66.8,58.4,3.3,5.6,6.8,6.8,1019.3,298,17
24,13.7,15.7,12.8,10.9,78.9,65.1,71.7,74.4,2.6,7.2,10.1,10.1,1020.5,298,20
27,12.5,14.6,12.6,11.1,85.8,73.0,79.3,75.2,4.2,7.2,9.8,9.8,1021.3,298,23
30,11.7,12.8,11.7,11.1,91.9,84.4,77.7,58.8,3.4,7.7,10.7,10.7,1021.0,299,2
33,11.3,12.2,11.4,10.7,94.2,89.0,85.1,73.2,4.8,7.7,10.9,10.9,1020.5,299,5
36,13.5,12.3,11.5,10.7,87.7,89.7,87.5,71.5,5.1,8.5,12.6,12.6,1022.1,299,8
39,19.2,16.7,12.6,10.9,65.5,70.8,85.3,83.7,5.3,7.4,8.7,8.7,1021.5,299,11
42,21.2,19.3,14.9,12.7,60.0,62.3,77.4,86.6,4.6,5.6,6.6,6.6,1018.6,299,14
