fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,21.9,23.0,21.3,20.1,69.8,65.7,64.1,64.0,2.3,4.4,7.3,7.3,1006.8
3,17.3,17.3,15.1,15.5,89.8,86.8,89.1,88.0,7.8,8.1,13.1,13.1,1009.3
6,13.8,13.7,11.9,13.5,93.1,91.5,95.7,91.5,9.2,10.1,20.8,20.8,1008.0
9,11.6,11.5,9.3,10.6,93.0,91.4,97.5,95.5,10.4,10.7,23.9,23.9,1006.2
12,9.9,9.5,6.3,6.2,92.0,90.4,98.1,97.3,9.9,9.8,17.9,17.9,1010.4
15,9.1,8.5,5.0,4.3,91.8,90.9,96.8,98.0,9.7,9.7,19.0,19.0,1012.8
18,8.9,8.0,4.3,3.1,86.0,85.9,95.1,98.8,10.8,10.2,15.3,15.3,1012.8
21,8.9,7.8,3.7,2.3,76.6,79.3,97.3,99.8,9.1,8.9,11.2,11.2,1014.4
24,8.0,6.9,2.9,1.5,72.8,75.9,93.7,98.6,7.3,7.3,9.3,9.3,1016.8
27,6.8,5.8,2.0,0.8,66.3,69.1,83.6,93.6,6.8,7.1,8.3,8.3,1018.3
30,5.7,4.8,1.7,2.1,60.4,61.1,69.0,87.9,4.7,4.8,7.0,7.0,1017.2
33,5.2,4.2,1.5,1.9,55.3,55.9,55.3,81.1,5.1,5.6,7.2,7.2,1017.6
36,5.5,4.1,2.8,3.7,54.5,54.8,55.4,84.0,1.2,1.3,1.9,1.9,1017.7
39,10.2,7.9,4.0,4.8,51.5,52.1,64.3,82.7,0.9,0.6,0.7,0.7,1015.7
42,13.6,11.8,7.5,5.7,54.8,55.3,68.9,76.5,1.3,1.0,0.9,0.9,1012.9
