fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,2.1,5.7,3.0,1.4,87.0,66.1,73.3,77.4,1.8,3.8,5.4,5.4,1030.1
3,1.5,4.7,2.9,1.4,89.9,73.5,79.6,82.5,1.8,4.6,6.0,6.0,1030.4
6,0.5,3.9,3.1,1.9,92.2,78.8,82.0,78.2,2.3,6.3,6.4,6.4,1029.7
9,0.2,3.2,3.5,2.5,93.6,84.3,75.7,67.5,1.8,4.8,6.9,6.9,1027.8
12,0.5,2.9,3.6,2.5,94.9,86.7,69.6,63.8,1.2,0.8,3.0,3.0,1029.7
15,6.6,3.8,3.5,2.5,75.4,85.7,69.1,60.3,1.1,1.6,0.8,0.8,1029.1
18,9.7,7.2,3.4,2.1,63.1,69.4,82.1,76.4,0.2,0.8,1.4,1.4,1026.6
21,7.3,7.8,4.1,2.4,75.7,67.2,79.5,80.1,1.2,1.8,2.5,2.5,1026.3
24,4.8,6.4,3.9,2.1,87.1,76.2,84.0,87.5,3.5,8.0,4.4,4.4,1027.6
27,3.6,4.9,3.6,1.9,92.4,84.6,88.8,91.6,2.8,8.2,4.5,4.5,1029.2
30,3.5,3.7,3.0,1.5,92.6,89.5,92.5,95.9,3.3,8.6,6.0,6.0,1029.0
33,3.3,2.7,2.2,1.0,91.8,94.0,95.0,97.0,3.4,8.8,6.6,6.6,1028.5
36,3.4,1.6,0.4,-0.0,88.4,95.7,97.7,99.3,4.8,10.0,10.4,10.4,1031.9
39,3.2,0.7,-1.2,-1.1,81.3,92.4,98.5,98.9,5.1,8.3,10.9,10.9,1033.5
42,2.4,0.0,-2.4,-2.4,75.5,85.0,92.3,96.8,5.5,8.8,11.4,11.4,1031.9
