fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,0.4,4.6,2.1,2.5,65.7,40.7,32.9,14.7,2.7,8.4,10.6,10.6,1029.2,2,20
3,0.0,2.7,3.3,3.0,64.3,45.7,18.4,13.3,3.3,10.9,12.5,12.5,1030.2,2,23
6,-0.7,1.5,3.7,3.2,69.8,55.2,16.6,13.4,3.5,10.2,12.7,12.7,1030.4,3,2
9,-1.5,0.6,3.3,2.9,81.3,68.3,24.6,16.7,3.0,9.6,10.9,10.9,1030.2,3,5
12,-0.7,0.3,2.1,2.4,85.5,80.2,37.3,21.1,2.7,9.2,9.9,9.9,1031.2,3,8
15,5.5,2.5,1.0,1.2,66.3,76.0,65.5,37.9,3.8,6.3,12.5,12.5,1031.3,3,11
18,8.4,5.8,1.7,0.0,57.5,62.9,78.7,79.1,3.4,5.0,6.3,6.3,1028.6,3,14
21,6.0,6.7,2.9,1.0,69.8,59.1,71.8,78.1,2.0,5.9,7.2,7.2,1028.9,3,17
24,3.2,6.1,3.4,1.6,79.5,61.7,69.6,75.0,2.9,9.0,9.5,9.5,1029.2,3,20
27,2.1,4.6,3.4,2.0,86.1,72.9,74.5,76.0,2.3,8.1,9.8,9.8,1030.1,3,23
30,1.7,3.8,4.0,2.7,89.8,80.7,70.0,66.9,2.4,7.9,8.0,8.0,1028.7,4,2
33,0.0,3.0,3.9,2.8,93.8,86.7,70.3,66.2,2.2,4.4,5.1,5.1,1028.3,4,5
36,0.9,2.8,4.1,2.9,94.3,89.2,67.8,64.8,2.0,4.4,2.0,2.0,1029.6,4,8
39,7.1,4.2,4.2,3.1,75.7,86.5,67.1,63.2,1.4,2.3,2.1,2.1,1028.8,4,11
42,10.1,7.7,3.9,2.8,64.3,70.5,81.5,75.6,0.4,1.0,1.9,1.9,1026.2,4,14
