fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.3,19.4,16.3,14.6,59.6,41.2,44.0,43.3,3.6,8.0,5.2,5.2,1023.3,296,20
3,14.1,17.7,15.7,14.3,67.9,48.3,44.0,37.0,2.6,8.1,5.7,5.7,1024.3,296,23
6,13.1,15.7,14.9,14.1,74.3,56.9,48.3,31.7,2.7,7.7,5.6,5.6,1024.3,297,2
9,11.7,14.0,14.8,13.8,81.0,63.3,36.8,24.4,3.0,7.3,7.7,7.7,1024.0,297,5
12,13.9,13.7,14.6,13.4,71.9,59.0,27.8,24.9,3.0,6.3,8.1,8.1,1025.8,297,8
15,20.3,17.3,14.3,13.0,40.3,43.5,31.0,29.3,2.8,3.6,7.2,7.2,1025.7,297,11
18,22.3,19.9,15.6,13.3,30.4,31.1,38.1,42.6,2.7,4.0,5.1,5.1,1023.4,297,14
21,19.5,19.7,15.6,13.4,41.5,34.0,40.4,44.8,2.1,5.8,6.5,6.5,1023.3,297,17
24,16.6,18.6,15.1,13.0,49.1,36.4,41.2,46.1,2.8,7.4,8.1,8.1,1024.2,297,20
27,14.9,17.0,14.4,12.4,56.7,43.3,44.2,47.2,3.7,7.3,8.5,8.5,1025.1,297,23
30,13.7,15.5,13.6,11.9,65.0,53.9,52.4,50.9,3.2,7.6,9.9,9.9,1024.7,298,2
33,13.0,13.3,12.9,11.6,76.8,72.7,56.9,49.4,4.4,9.5,10.3,10.3,1024.5,298,5
36,14.4,12.6,12.3,11.4,73.4,75.2,45.7,30.1,4.5,9.6,12.4,12.4,1026.3,298,8
39,19.2,16.2,12.0,11.8,39.1,43.1,45.1,19.1,5.7,7.8,11.8,11.8,1025.7,298,11
42,21.0,18.7,14.3,12.2,34.5,35.9,44.1,46.4,5.2,7.4,8.8,8.8,1022.8,298,14
