fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.2,21.6,19.6,17.8,57.4,39.6,38.5,41.2,5.1,4.9,3.1,3.1,1016.6
3,15.4,20.5,19.4,17.6,65.7,42.8,39.7,43.0,2.3,3.3,3.7,3.7,1017.4
6,14.4,19.6,19.2,17.5,70.6,45.4,39.5,42.6,2.3,3.1,5.3,5.3,1016.9
9,13.5,18.4,18.6,16.9,75.1,51.3,44.5,49.2,2.2,3.2,5.9,5.9,1016.3
12,16.3,17.6,17.7,16.0,67.2,56.9,51.2,55.8,1.7,4.3,6.6,6.6,1018.0
15,22.5,20.3,17.2,15.7,50.2,54.5,57.3,61.3,2.0,2.3,4.9,4.9,1018.4
18,24.6,22.8,18.4,16.6,46.0,49.6,59.3,61.9,3.5,3.2,3.0,3.0,1015.9
21,23.0,22.4,18.9,17.4,53.0,52.7,56.8,56.8,7.1,6.6,4.5,4.5,1015.7
24,17.7,18.9,19.0,17.6,77.9,72.0,54.4,54.3,7.5,7.8,3.8,3.8,1016.9
27,14.9,17.3,19.0,17.4,90.9,78.4,49.8,51.2,5.4,6.3,4.2,4.2,1017.6
30,13.4,16.4,18.4,16.9,91.1,75.5,43.6,41.2,1.8,3.9,4.7,4.7,1017.4
33,10.9,15.9,18.2,16.8,92.3,70.0,29.8,26.4,2.0,2.7,3.5,3.5,1017.2
36,12.9,15.7,17.8,16.6,84.1,66.9,26.0,19.8,2.3,4.5,3.3,3.3,1019.3
39,22.1,19.6,18.2,17.0,50.2,55.5,24.3,17.5,0.6,1.5,4.3,4.3,1019.4
42,26.4,24.5,20.2,18.0,24.4,25.0,27.2,28.2,1.5,1.6,2.9,2.9,1016.5
