fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.8,17.9,14.8,12.9,62.0,57.3,64.8,70.5,4.0,9.2,10.1,10.1,1022.7
3,16.7,16.5,14.1,12.8,68.2,66.7,75.3,74.7,3.8,8.8,12.2,12.2,1022.6
6,15.8,15.5,14.0,14.3,77.2,76.2,78.4,59.3,3.5,7.7,11.5,11.5,1021.4
9,15.6,15.1,14.6,14.8,81.1,81.3,82.6,82.7,3.6,7.9,12.6,12.6,1021.4
12,17.1,15.6,16.0,16.0,78.5,82.7,85.8,93.9,4.0,8.2,12.3,12.3,1021.7
15,20.4,18.6,16.8,16.7,71.3,75.9,88.8,98.4,5.2,7.3,12.4,12.4,1020.7
18,22.4,20.9,17.9,17.7,69.7,72.3,87.0,94.5,5.2,7.5,12.0,12.0,1018.0
21,22.4,21.9,18.4,17.5,73.9,73.7,87.6,96.3,4.7,8.1,11.2,11.2,1017.6
24,21.7,21.4,18.9,18.3,77.9,78.3,92.1,98.4,4.7,8.7,13.7,13.7,1018.2
27,21.4,20.9,19.1,18.6,82.5,84.0,97.3,99.9,4.6,8.4,12.4,12.4,1018.5
30,20.9,20.3,19.4,19.1,88.1,89.6,99.2,99.1,5.2,9.1,11.1,11.1,1017.7
33,20.6,20.1,19.7,19.4,92.0,93.8,98.1,95.8,4.6,8.6,10.2,10.2,1017.6
36,21.1,20.1,19.6,19.5,93.4,96.7,98.2,89.8,3.1,7.1,9.5,9.5,1019.1
39,22.9,21.6,19.5,19.2,87.8,92.4,99.0,91.4,3.5,4.8,6.5,6.5,1018.8
42,25.1,23.9,20.4,19.1,79.2,81.9,93.8,96.3,3.7,4.9,5.3,5.3,1015.7
