fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,0.7,2.7,-0.5,-2.0,69.8,52.0,59.8,61.4,4.7,3.9,1.7,1.7,1030.4,360,20
3,-0.7,2.2,-0.8,-2.2,79.4,55.5,63.0,65.0,3.8,3.7,0.8,0.8,1031.6,360,23
6,-0.8,1.7,-1.0,-2.5,81.6,59.3,67.3,73.8,2.9,3.9,2.2,2.2,1031.6,361,2
9,-1.1,1.1,-1.5,-3.1,83.1,64.4,73.3,84.6,1.6,3.9,1.9,1.9,1031.3,361,5
12,-0.0,0.5,-2.0,-3.8,79.5,69.8,79.3,90.1,1.2,3.8,2.0,2.0,1032.7,361,8
15,4.4,1.3,-2.1,-3.9,60.8,70.2,81.6,91.9,1.2,2.1,1.6,1.6,1033.0,361,11
18,6.2,3.3,-0.8,-2.8,55.0,62.7,79.1,89.4,2.0,2.1,2.3,2.3,1031.1,361,14
21,5.2,3.5,-0.4,-2.4,59.9,63.1,78.8,88.5,2.2,2.9,3.4,3.4,1031.2,361,17
24,3.6,3.0,-0.5,-2.2,69.4,66.2,79.6,86.6,3.1,4.8,5.1,5.1,1031.7,361,20
27,3.2,2.6,-0.8,-2.4,72.5,68.5,80.3,85.5,3.7,5.7,4.4,4.4,1032.9,361,23
30,2.6,2.2,-0.9,-2.5,75.3,69.5,79.6,85.7,3.8,5.9,4.3,4.3,1033.6,362,2
33,1.9,1.7,-1.0,-2.5,78.0,70.3,76.5,81.7,4.0,6.3,5.2,5.2,1033.0,362,5
36,1.8,1.1,-1.1,-2.4,78.9,71.4,70.6,68.1,3.7,5.4,4.6,4.6,1034.8,362,8
39,4.3,1.2,-1.3,-2.4,65.5,75.7,69.7,63.7,2.1,2.7,2.6,2.6,1035.2,362,11
42,6.6,3.6,-0.5,-2.2,52.2,59.9,74.1,68.6,1.3,1.6,2.3,2.3,1032.3,362,14
