fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,1.3,5.5,2.1,0.3,64.7,37.0,39.0,40.4,4.4,7.0,7.1,7.1,1031.5,27,20
3,-0.5,4.8,1.5,-0.3,71.3,37.2,39.6,41.7,3.4,6.7,7.7,7.7,1032.5,27,23
6,-1.9,3.9,1.0,-0.6,78.4,38.6,39.5,38.4,3.2,5.9,7.2,7.2,1032.8,28,2
9,-2.9,3.2,0.9,-0.4,81.6,38.7,34.4,28.9,4.3,6.2,7.5,7.5,1032.2,28,5
12,-1.5,2.8,1.0,-0.1,76.7,39.0,28.9,23.3,4.6,5.7,6.4,6.4,1033.0,28,8
15,6.3,3.2,0.9,-0.0,47.6,47.0,30.3,22.1,1.0,0.8,2.6,2.6,1033.9,28,11
18,9.0,6.1,2.0,0.3,36.6,36.9,43.0,39.0,0.9,0.4,0.9,0.9,1031.0,28,14
21,7.1,6.7,2.9,1.1,50.8,35.9,42.8,40.2,3.4,1.7,0.9,0.9,1030.5,28,17
24,1.4,6.3,2.9,2.0,64.1,37.9,39.4,25.8,2.7,3.7,3.5,3.5,1030.7,28,20
27,-0.3,5.8,3.2,2.9,71.7,40.3,30.8,16.8,4.2,5.7,4.1,4.1,1030.4,28,23
30,-0.8,5.3,3.5,3.1,75.4,42.7,28.1,16.5,3.8,6.5,4.3,4.3,1029.5,29,2
33,-1.6,4.7,3.6,3.1,81.3,46.2,29.3,17.8,1.9,4.7,1.7,1.7,1028.8,29,5
36,0.4,4.0,3.7,3.4,75.5,49.4,31.3,17.4,3.1,8.4,5.0,5.0,1029.6,29,8
39,7.8,4.8,4.4,3.7,53.6,56.4,36.6,22.6,3.0,5.3,6.6,6.6,1029.0,29,11
42,11.4,9.0,5.3,4.4,42.4,43.7,44.6,30.8,3.2,4.1,5.0,5.0,1025.3,29,14
