fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,6.5,10.8,8.3,6.3,57.9,36.7,33.9,36.2,2.7,7.4,11.1,11.1,1023.2
3,5.5,9.5,8.2,6.3,63.4,40.4,30.2,29.7,2.8,9.4,13.4,13.4,1024.4
6,4.2,8.3,7.7,6.1,66.2,39.9,25.1,24.1,2.8,9.2,11.5,11.5,1024.4
9,2.6,6.9,7.2,5.9,68.8,39.7,22.8,21.0,2.5,7.7,7.9,7.9,1024.2
12,4.0,6.0,6.5,5.6,62.0,37.7,22.8,20.7,3.0,8.6,6.8,6.8,1026.0
15,10.5,7.7,6.5,6.1,36.9,38.5,22.6,19.5,3.3,5.0,5.9,5.9,1026.6
18,13.0,10.7,6.8,6.6,32.2,31.9,31.6,19.8,3.4,4.8,6.4,6.4,1025.0
21,8.0,10.7,7.1,6.4,53.5,32.9,30.7,19.0,2.7,5.1,6.4,6.4,1026.0
24,4.9,9.9,7.0,6.3,66.3,35.4,26.8,18.6,2.8,4.7,5.3,5.3,1027.2
27,3.5,9.0,7.0,6.2,74.2,38.4,23.7,19.1,2.0,3.5,2.8,2.8,1028.1
30,3.3,8.3,6.6,5.9,74.7,40.6,25.8,19.5,0.9,1.4,1.2,1.2,1028.4
33,1.6,7.8,6.9,6.4,81.3,41.8,21.4,18.3,1.2,1.4,1.3,1.3,1027.8
36,3.0,7.4,6.9,6.4,79.0,43.8,21.3,18.3,1.8,3.8,2.4,2.4,1029.4
39,11.1,8.3,7.3,6.6,48.6,50.1,20.0,18.2,1.7,2.6,3.1,3.1,1029.7
42,13.8,11.4,7.6,6.9,36.8,37.2,35.9,19.9,1.8,2.7,3.6,3.6,1027.1
