fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,16.0,17.0,14.0,12.4,84.3,75.7,78.6,74.6,5.1,6.3,6.3,6.3,1019.5,301,20
3,14.2,15.9,14.0,12.4,93.4,82.5,71.7,71.7,2.8,4.0,5.0,5.0,1019.7,301,23
6,14.0,15.4,13.6,12.0,95.9,83.7,72.4,76.3,2.8,3.0,4.7,4.7,1018.8,302,2
9,13.3,14.6,13.0,11.4,96.7,86.9,74.4,81.2,3.9,4.5,4.8,4.8,1018.2,302,5
12,14.7,13.7,12.4,10.9,90.0,90.4,79.1,84.2,1.7,3.9,3.8,3.8,1019.8,302,8
15,18.9,16.7,12.5,10.8,67.4,71.9,85.9,90.0,1.4,1.8,2.3,2.3,1019.6,302,11
18,20.5,18.8,14.4,12.3,56.5,57.7,70.1,77.4,3.1,2.6,3.5,3.5,1017.0,302,14
21,18.1,18.7,14.6,12.5,69.8,57.1,67.2,73.9,3.1,2.8,3.4,3.4,1017.0,302,17
24,14.6,17.1,13.9,11.9,80.7,63.1,69.4,75.2,2.9,5.0,3.6,3.6,1018.3,302,20
27,12.9,15.1,13.2,11.5,87.1,69.8,71.4,75.6,1.8,5.3,1.8,1.8,1018.8,302,23
30,11.3,13.8,12.7,11.3,90.2,70.2,71.8,70.3,1.6,4.3,0.8,0.8,1018.3,303,2
33,10.0,13.0,12.2,11.3,92.3,70.7,71.5,63.8,2.0,3.8,1.9,1.9,1018.0,303,5
36,12.4,12.6,11.9,11.6,84.4,71.7,66.7,46.7,1.8,4.4,3.3,3.3,1019.9,303,8
39,17.9,15.6,11.6,11.5,58.9,62.1,68.2,39.5,1.6,2.5,3.2,3.2,1020.1,303,11
42,19.7,17.9,13.5,11.6,49.4,49.8,60.7,59.2,1.5,2.1,2.8,2.8,1017.8,303,14
