fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,15.5,14.3,11.0,10.8,90.2,89.1,95.0,92.4,6.5,11.6,16.5,16.5,1023.9,283,20
3,13.9,12.6,9.7,10.1,89.2,87.7,89.7,88.8,5.8,11.1,16.0,16.0,1024.8,283,23
6,13.3,11.9,9.2,9.5,83.9,84.1,84.6,85.6,5.1,9.5,15.7,15.7,1024.3,284,2
9,13.6,12.3,9.7,9.8,78.4,80.0,85.3,87.7,4.5,9.6,15.4,15.4,1023.4,284,5
12,14.6,12.9,9.9,9.5,69.3,72.4,83.3,87.4,4.4,7.9,14.5,14.5,1024.7,284,8
15,17.4,15.1,11.0,10.0,61.7,66.0,81.8,83.7,4.5,6.6,9.8,9.8,1024.2,284,11
18,20.0,17.9,13.6,11.4,57.7,60.3,75.0,84.4,4.2,6.0,7.0,7.0,1021.5,284,14
21,19.4,18.4,14.3,12.2,61.5,60.6,72.9,81.2,5.0,8.4,10.1,10.1,1021.3,284,17
24,18.1,17.4,14.1,12.1,64.0,63.2,71.7,78.7,4.5,8.8,12.2,12.2,1022.5,284,20
27,16.9,16.2,13.0,11.5,67.1,66.4,72.5,77.3,4.4,9.1,12.8,12.8,1022.9,284,23
30,15.7,15.1,12.8,11.6,69.0,67.6,71.3,77.0,3.9,8.4,12.5,12.5,1022.7,285,2
33,15.0,14.4,12.7,11.6,70.4,69.3,74.0,80.4,4.1,8.8,13.0,13.0,1022.6,285,5
36,16.1,14.2,12.8,11.7,67.4,70.9,73.4,77.8,4.8,8.9,13.5,13.5,1024.2,285,8
39,20.2,17.5,13.2,11.5,58.2,62.3,77.1,80.5,5.6,7.7,9.3,9.3,1023.6,285,11
42,21.8,19.7,15.4,13.2,52.1,53.3,65.8,73.8,5.4,7.6,8.7,8.7,1020.7,285,14
