fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,11.2,16.9,14.1,12.2,72.8,42.0,38.9,42.7,2.5,7.0,4.5,4.5,1020.3,318,20
3,10.0,15.9,14.3,12.3,78.8,46.5,36.2,40.1,2.7,7.0,6.8,6.8,1021.7,318,23
6,9.0,15.0,14.1,12.2,82.0,50.8,40.3,40.5,0.5,2.7,4.3,4.3,1021.3,319,2
9,8.1,14.4,13.7,12.1,86.4,52.9,43.1,39.9,1.8,0.8,1.2,1.2,1021.2,319,5
12,10.0,13.3,13.4,11.9,82.1,56.6,42.4,38.8,1.5,3.7,3.5,3.5,1021.5,319,8
15,17.5,15.3,13.4,12.0,56.3,57.7,41.0,36.7,1.7,2.2,3.4,3.4,1021.3,319,11
18,19.7,18.2,14.0,12.1,43.0,41.8,47.4,46.5,1.6,1.7,1.5,1.5,1019.1,319,14
21,16.0,18.1,14.3,12.3,60.9,40.4,44.3,45.1,1.6,2.1,1.3,1.3,1019.7,319,17
24,12.3,17.6,14.2,12.5,70.2,38.3,40.5,36.4,2.6,3.7,3.8,3.8,1020.1,319,20
27,12.6,17.0,14.1,12.3,67.3,36.2,37.5,35.7,1.9,3.6,2.5,2.5,1021.2,319,23
30,11.8,16.0,13.9,12.2,69.6,38.8,35.4,34.9,1.9,4.0,2.4,2.4,1021.3,320,2
33,10.7,15.0,13.5,11.7,75.5,43.5,36.0,38.8,1.6,3.1,3.6,3.6,1022.1,320,5
36,11.8,14.6,13.2,11.4,72.7,44.0,38.8,42.0,1.8,5.0,5.6,5.6,1023.6,320,8
39,18.0,15.6,13.0,11.3,50.0,50.2,36.2,41.1,0.5,2.3,6.5,6.5,1023.9,320,11
42,19.0,17.5,13.3,11.3,41.1,38.7,46.5,47.8,2.5,3.7,4.8,4.8,1022.0,320,14
