fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,14.8,19.9,17.2,15.4,83.8,58.8,61.2,64.2,2.1,3.2,1.7,1.7,1017.6,45,20
3,13.5,17.9,16.1,14.5,88.6,67.9,68.4,70.9,1.4,2.4,1.3,1.3,1018.5,45,23
6,12.9,13.0,11.6,11.4,89.3,87.7,89.1,89.5,9.9,11.7,13.9,13.9,1019.6,46,2
9,7.9,6.5,4.5,6.1,85.5,88.6,94.6,96.6,10.8,11.8,18.0,18.0,1022.8,46,5
12,5.5,3.8,0.8,2.3,91.1,92.7,98.0,90.3,9.0,10.3,15.4,15.4,1028.4,46,8
15,5.0,2.7,-0.1,0.5,88.7,93.0,90.5,87.7,6.2,7.8,13.7,13.7,1031.6,46,11
18,7.0,4.1,0.2,-0.5,62.3,71.0,80.4,55.6,4.8,5.7,9.6,9.6,1030.0,46,14
21,7.7,5.7,1.7,0.1,49.1,51.4,60.2,53.9,3.4,4.2,5.5,5.5,1030.0,46,17
24,4.9,5.4,1.9,0.1,58.6,44.6,47.6,49.2,4.2,6.5,7.5,7.5,1031.7,46,20
27,3.7,4.3,1.2,-0.5,54.8,40.4,37.9,38.4,3.0,8.3,7.9,7.9,1032.0,46,23
30,1.0,3.1,0.7,-0.7,62.4,39.1,35.7,33.7,2.7,7.2,6.4,6.4,1030.3,47,2
33,-0.6,2.3,0.3,-0.7,71.8,43.4,34.4,27.4,3.3,6.1,4.8,4.8,1028.2,47,5
36,0.9,1.6,0.3,0.3,70.0,45.1,27.0,13.4,4.4,6.7,5.6,5.6,1028.3,47,8
39,7.2,4.1,1.0,1.9,38.5,40.6,21.8,5.7,4.5,4.9,5.9,5.9,1027.2,47,11
42,10.4,7.7,3.6,2.8,33.7,33.7,38.0,19.9,4.0,4.1,4.7,4.7,1023.3,47,14
