fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,19.4,21.2,19.4,17.9,69.1,64.0,61.4,64.1,6.6,4.1,10.7,10.7,1006.2,82,20
3,18.1,19.7,19.6,18.3,75.6,71.0,62.5,64.0,4.9,3.4,8.1,8.1,1006.8,82,23
6,18.2,19.3,18.8,18.0,78.2,75.6,74.5,76.3,6.1,4.1,11.1,11.1,1006.6,83,2
9,18.0,18.7,17.8,17.0,85.1,83.1,85.5,86.8,7.2,4.8,12.7,12.7,1006.5,83,5
12,18.1,18.3,17.1,16.4,90.8,89.1,89.1,90.4,6.6,5.3,13.3,13.3,1008.0,83,8
15,22.2,21.3,17.7,16.1,75.6,78.2,88.8,94.2,6.5,5.7,10.2,10.2,1007.7,83,11
18,21.9,21.4,18.2,16.8,81.6,82.2,89.0,90.5,6.8,5.2,12.2,12.2,1005.8,83,14
21,22.9,22.9,19.5,17.8,75.3,74.9,84.1,89.1,7.9,5.0,10.7,10.7,1004.9,83,17
24,19.6,20.2,18.6,17.7,92.3,90.3,89.7,90.8,3.0,1.8,9.5,9.5,1007.5,83,20
27,18.6,19.1,18.4,17.8,95.8,94.2,92.1,91.4,7.2,5.1,11.8,11.8,1008.0,83,23
30,18.1,18.8,18.1,17.3,96.1,94.4,92.8,93.0,7.3,4.3,10.7,10.7,1007.1,84,2
33,17.6,17.8,17.5,16.6,97.3,96.7,95.6,96.4,0.7,1.1,3.8,3.8,1008.4,84,5
36,17.8,17.3,16.9,16.2,95.5,97.3,97.1,97.0,2.1,2.4,3.7,3.7,1010.6,84,8
39,19.2,17.9,15.8,15.8,85.9,90.2,99.4,98.8,4.1,4.3,3.7,3.7,1012.2,84,11
42,20.0,18.8,15.1,15.5,79.0,82.6,98.6,98.5,3.3,3.5,2.8,2.8,1010.9,84,14
