fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,18.6,19.2,18.1,17.3,94.8,92.7,88.5,87.5,7.6,5.8,10.3,10.3,1007.5,83,20
3,18.0,18.6,18.0,17.4,95.8,94.3,90.9,89.3,6.4,5.2,10.7,10.7,1009.0,83,23
6,17.1,17.9,17.9,17.3,97.4,95.9,91.8,90.6,3.6,2.8,7.1,7.1,1008.9,84,2
9,16.6,16.8,16.8,16.2,97.8,97.5,96.7,95.3,0.6,0.8,3.2,3.2,1009.7,84,5
12,16.4,15.8,16.0,15.6,96.1,98.1,98.9,97.7,1.5,1.6,1.0,1.0,1011.9,84,8
15,17.4,16.3,15.3,15.4,89.4,93.4,99.6,98.8,2.0,1.8,0.8,0.8,1013.1,84,11
18,18.4,17.4,14.8,15.6,84.2,87.6,99.7,98.3,2.4,2.4,0.5,0.5,1011.4,84,14
21,18.4,17.8,14.8,15.6,83.2,85.3,99.2,98.1,2.8,3.5,2.5,2.5,1010.7,84,17
24,17.1,16.7,15.1,15.8,87.7,88.6,99.0,99.0,3.3,5.1,4.5,4.5,1011.9,84,20
27,16.5,16.1,16.1,16.4,89.5,90.7,98.4,99.4,3.2,5.1,7.8,7.8,1011.2,84,23
30,15.8,15.7,16.0,16.7,95.9,95.0,97.7,97.9,2.1,2.4,7.6,7.6,1009.6,85,2
33,14.1,13.8,12.2,12.7,95.9,95.8,99.1,99.3,7.7,7.1,7.5,7.5,1009.6,85,5
36,11.8,10.9,8.8,9.6,90.2,92.9,97.7,98.4,6.3,6.5,9.7,9.7,1013.0,85,8
39,12.5,11.0,7.3,7.2,81.4,85.7,99.5,98.6,7.2,7.6,7.6,7.6,1014.6,85,11
42,12.9,11.5,7.3,5.9,75.6,79.1,96.2,99.5,8.5,8.8,9.6,9.6,1013.8,85,14
