fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,17.4,16.8,13.8,12.7,53.8,53.4,59.6,57.2,4.6,9.2,12.5,12.5,1022.4
3,16.9,16.1,13.8,12.9,58.1,58.0,58.7,55.3,5.5,9.6,13.7,13.7,1022.4
6,16.0,15.1,13.3,12.8,62.8,63.3,60.2,55.2,4.9,8.6,10.5,10.5,1021.5
9,14.4,13.7,12.4,11.8,78.2,75.0,68.0,63.1,3.8,7.5,7.6,7.6,1021.6
12,14.2,13.2,12.4,11.4,83.9,81.2,66.8,62.0,3.3,6.5,6.2,6.2,1022.6
15,15.3,13.7,12.3,11.4,80.2,84.5,65.2,62.2,2.4,3.5,4.2,4.2,1022.5
18,16.1,14.5,11.9,11.1,77.2,81.9,71.4,66.0,2.9,3.9,2.9,2.9,1020.8
21,15.2,14.2,11.6,10.7,85.6,85.2,77.1,70.5,3.2,5.6,4.9,4.9,1021.2
24,14.7,14.0,11.9,10.7,89.5,88.1,78.7,73.0,2.4,5.4,6.3,6.3,1022.2
27,14.5,14.0,12.4,11.0,92.3,90.5,82.2,75.8,2.6,4.1,5.8,5.8,1022.8
30,14.4,13.7,12.0,11.1,94.0,95.2,96.2,90.7,4.4,5.9,4.7,4.7,1022.5
33,14.7,13.7,12.1,11.2,93.7,96.8,99.1,98.5,4.8,7.5,6.7,6.7,1022.6
36,15.6,14.2,12.3,11.4,90.6,95.0,95.7,96.5,4.8,7.7,11.8,11.8,1024.1
39,17.9,15.9,12.4,11.5,78.1,85.5,96.9,93.5,5.6,7.8,8.8,8.8,1024.9
42,19.6,17.7,13.5,12.0,67.0,72.9,89.0,93.1,5.3,7.7,9.0,9.0,1023.5
