fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,12.7,17.3,14.5,12.6,52.8,32.5,30.6,32.8,7.0,8.0,8.5,8.5,1024.6
3,10.8,16.5,14.6,12.7,63.4,37.2,30.6,31.8,6.3,8.0,8.6,8.6,1025.4
6,9.0,15.6,14.5,12.7,74.7,42.8,35.3,36.8,4.9,5.2,4.9,4.9,1024.7
9,7.8,14.3,14.2,12.5,81.6,48.3,37.1,38.2,2.2,4.2,5.3,5.3,1024.3
12,10.5,14.3,14.0,12.4,73.4,47.1,38.1,37.6,1.4,3.3,6.0,6.0,1025.4
15,19.5,16.8,14.4,12.9,43.3,45.6,34.0,31.7,1.9,2.0,5.7,5.7,1025.2
18,22.7,20.4,16.1,13.9,27.5,27.1,32.0,34.8,2.3,1.7,2.4,2.4,1021.8
21,21.1,21.0,16.9,14.8,38.5,24.5,28.8,31.7,3.6,4.4,3.2,3.2,1020.8
24,15.0,19.1,16.3,14.4,45.3,29.7,30.4,33.2,8.3,9.7,10.8,10.8,1021.6
27,12.6,17.8,16.4,14.5,52.8,32.0,28.4,30.7,6.8,8.7,10.4,10.4,1022.1
30,10.7,16.7,16.3,14.5,60.8,35.3,27.9,29.9,4.8,6.3,7.4,7.4,1021.5
33,9.1,16.2,16.4,14.6,66.8,34.3,25.9,27.0,4.0,5.3,5.9,5.9,1020.8
36,12.1,16.1,16.2,14.6,57.1,32.2,25.0,26.1,5.6,6.5,5.7,5.7,1022.0
39,21.4,19.0,16.6,15.0,32.2,32.8,22.3,23.1,4.7,5.6,6.8,6.8,1021.6
42,24.3,22.4,18.0,15.8,22.7,21.5,26.0,28.0,6.8,6.8,7.2,7.2,1018.5
