fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,1.7,2.7,-0.8,-2.3,60.8,46.7,54.8,52.7,2.0,5.0,5.3,5.3,1029.4
3,0.5,2.7,-0.1,-1.2,69.2,48.3,51.3,45.0,2.8,4.1,4.6,4.6,1028.8
6,-1.1,2.5,0.2,-0.9,77.4,51.7,51.2,47.4,2.2,3.2,4.2,4.2,1027.7
9,-1.9,2.2,0.3,-0.8,82.3,54.4,50.3,46.5,1.9,3.6,5.3,5.3,1027.0
12,-0.8,2.2,0.8,-0.2,80.9,53.4,43.8,36.1,1.6,2.6,4.3,4.3,1026.7
15,6.5,3.7,0.9,0.0,47.5,52.8,42.2,31.6,1.2,2.0,4.6,4.6,1027.1
18,8.7,6.4,2.2,0.4,37.1,39.1,48.1,47.6,1.6,2.3,3.1,3.1,1024.2
21,5.4,6.6,2.8,1.2,52.6,39.6,47.2,47.4,1.8,2.3,3.1,3.1,1023.9
24,2.3,6.0,2.8,1.5,66.0,41.9,46.4,45.7,3.6,3.1,4.5,4.5,1024.9
27,1.6,5.3,2.5,1.2,70.2,44.0,47.0,46.5,4.4,4.8,6.1,6.1,1026.4
30,0.1,4.3,1.6,0.4,77.7,48.3,51.0,48.4,4.6,6.1,7.1,7.1,1027.4
33,-0.7,2.4,0.7,-0.6,81.4,56.7,45.6,42.9,5.5,7.6,8.1,8.1,1028.3
36,-0.2,0.0,0.0,-1.2,74.2,58.9,28.8,29.1,5.5,8.2,10.0,10.0,1031.5
39,4.6,1.2,-0.8,-1.8,46.1,53.1,27.6,24.6,4.0,5.0,8.9,8.9,1033.0
42,6.5,3.5,-0.6,-2.6,31.2,34.0,42.6,43.0,5.3,6.0,6.8,6.8,1031.0
