fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl,day_of_year,hour_of_day
0,8.2,12.8,9.4,7.5,67.2,39.8,43.3,45.3,6.2,7.0,7.0,7.0,1023.9,57,20
3,6.1,11.0,8.8,7.0,59.2,28.7,30.5,32.1,6.3,8.5,5.6,5.6,1025.2,57,23
6,3.5,9.0,8.0,6.5,60.3,29.8,21.1,20.2,4.5,7.9,4.2,4.2,1024.8,58,2
9,1.6,6.4,7.6,6.3,70.6,45.2,18.4,15.2,2.9,7.0,2.8,2.8,1024.3,58,5
12,3.6,4.6,7.1,6.1,72.6,59.8,23.8,15.4,3.8,7.3,3.9,3.9,1025.5,58,8
15,11.6,8.7,7.5,6.6,54.4,58.4,26.5,12.8,3.6,4.6,5.4,5.4,1024.7,58,11
18,15.4,13.3,9.1,7.4,38.5,37.8,42.4,33.4,3.7,4.0,4.6,4.6,1020.7,58,14
21,14.4,14.2,10.3,8.7,47.1,38.5,43.3,39.5,2.8,5.0,6.3,6.3,1018.7,58,17
24,10.1,12.3,10.6,9.5,60.0,48.7,49.5,47.7,4.3,9.2,8.4,8.4,1019.1,58,20
27,8.8,9.8,11.2,10.1,71.6,64.7,57.1,58.6,3.6,7.9,9.6,9.6,1018.9,58,23
30,8.6,9.2,11.9,10.9,76.5,71.2,58.0,59.6,3.1,6.0,6.9,6.9,1018.0,59,2
33,8.3,9.3,12.0,10.9,81.2,74.0,58.7,60.3,3.6,4.8,5.8,5.8,1017.2,59,5
36,9.4,10.3,12.3,11.2,81.1,72.2,58.1,61.9,4.9,5.4,5.1,5.1,1018.1,59,8
39,17.1,15.1,12.9,11.6,60.2,63.0,58.8,63.9,2.5,2.7,3.6,3.6,1017.4,59,11
42,20.4,18.8,14.4,12.3,51.0,51.9,63.7,69.7,1.1,1.9,3.2,3.2,1014.9,59,14
